Id,pais,provincia_departamento,ciudad,property_type,operation_type,rooms,bedrooms,bathrooms,surface_total,currency,price
20219,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,Venta,2.0,1.0,1.0,42.0,USD,95000.0
20220,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,101.0,USD,72942.0
20221,Argentina,Capital Federal,Colegiales,Departamento,Venta,3.0,2.0,1.0,51.0,USD,124500.0
20222,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,3.0,130.0,USD,151390.0
20223,Argentina,Capital Federal,San Telmo,Departamento,Venta,2.0,1.0,1.0,38.0,USD,79000.0
20224,Argentina,Buenos Aires Interior,Bahía Blanca,Departamento,Venta,3.0,1.0,2.0,60.0,USD,140000.0
20225,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,327.0,USD,770713.0
20226,Colombia,Antioquia,Medellín,Apartamento,Venta,4.0,4.0,2.0,88.0,USD,85329.0
20227,Argentina,Capital Federal,Paternal,Departamento,Venta,4.0,3.0,1.0,82.0,USD,147000.0
20228,Argentina,Capital Federal,Centro / Microcentro,Departamento,Venta,2.0,1.0,1.0,60.0,USD,328000.0
20229,Colombia,Santander,Bucaramanga,Apartamento,Venta,2.0,2.0,2.0,65.0,USD,54500.0
20230,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,40.0,USD,130000.0
20231,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Departamento,Venta,2.0,1.0,1.0,43.0,USD,95000.0
20232,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,2.0,65.0,USD,63309.0
20233,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,80.0,USD,74319.0
20234,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,3.0,2.0,1.0,55.0,USD,147000.0
20235,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,90.0,USD,99092.0
20236,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,90.0,USD,83127.0
20237,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,75000.0
20238,Argentina,Capital Federal,Palermo,Departamento,Venta,5.0,3.0,2.0,120.0,USD,348000.0
20239,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,78.0,USD,57803.0
20240,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,49500.0
20241,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,4.0,3.0,3.0,196.0,USD,1250000.0
20242,Argentina,Capital Federal,Balvanera,Departamento,Venta,2.0,1.0,1.0,30.0,USD,69000.0
20243,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,1.0,53.0,USD,32205.0
20244,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,75.0,USD,79824.0
20245,Argentina,Capital Federal,Almagro,Departamento,Venta,1.0,1.0,1.0,36.0,USD,118000.0
20246,Argentina,Buenos Aires Interior,Bahía Blanca,Departamento,Venta,2.0,1.0,1.0,40.0,USD,70000.0
20247,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,60.0,USD,144285.0
20248,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,60.0,USD,103220.0
20249,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,67.0,USD,155000.0
20250,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,60.0,USD,61932.0
20251,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,3.0,2.0,1.0,53.0,USD,149000.0
20252,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,85.0,USD,189000.0
20253,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,93.0,USD,88081.0
20254,Argentina,Capital Federal,Caballito,Departamento,Venta,3.0,2.0,1.0,57.0,USD,125000.0
20255,Argentina,Capital Federal,Abasto,Departamento,Venta,2.0,1.0,1.0,35.0,USD,85000.0
20256,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,3.0,2.0,1.0,81.0,USD,210000.0
20257,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,110.0,USD,118359.0
20258,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,2.0,1.0,1.0,52.0,USD,85000.0
20259,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,4.0,4.0,5.0,290.0,USD,605560.0
20260,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,240.0,USD,67437.0
20261,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,2.0,67.0,USD,120000.0
20262,Argentina,Capital Federal,Recoleta,Departamento,Venta,4.0,2.0,2.0,241.0,USD,1250000.0
20263,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,85.0,USD,74869.0
20264,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,86.0,USD,210000.0
20265,Argentina,Capital Federal,Centro / Microcentro,Departamento,Venta,2.0,1.0,1.0,65.0,USD,50000.0
20266,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,41.0,USD,97000.0
20267,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,94.0,USD,223782.0
20268,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,3.0,2.0,1.0,67.0,USD,120000.0
20269,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,1.0,74.0,USD,160000.0
20270,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,2.0,62.0,USD,42664.0
20271,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,75000.0
20272,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,47000.0
20273,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,75.0,USD,121112.0
20274,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,6.0,200.0,USD,467933.0
20275,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,57.0,USD,88000.0
20276,Argentina,Capital Federal,Flores,Departamento,Venta,2.0,1.0,1.0,44.0,USD,75000.0
20277,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,34.0,USD,78000.0
20278,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,63.0,USD,85000.0
20279,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,85.0,USD,176163.0
20280,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,2.0,91.0,USD,245926.0
20281,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,1.0,78.0,USD,192678.0
20282,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,Venta,2.0,1.0,1.0,45.0,USD,58000.0
20283,Colombia,Cundinamarca,Soacha,Apartamento,Venta,2.0,2.0,2.0,45.0,USD,20644.0
20284,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,40.0,USD,110000.0
20285,Argentina,Capital Federal,San Cristobal,Departamento,Venta,4.0,3.0,1.0,66.0,USD,110000.0
20286,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,84.0,USD,71250.0
20287,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,50.0,USD,180000.0
20288,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,6.0,4.0,2.0,161.0,USD,470000.0
20289,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,28.0,USD,60000.0
20290,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,122.0,USD,74319.0
20291,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,42.0,USD,93000.0
20292,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,42.0,USD,73000.0
20293,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,37.0,USD,64000.0
20294,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,165.0,USD,316543.0
20295,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,1.0,49.0,USD,153000.0
20296,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,4.0,2.0,1.0,56.0,USD,80000.0
20297,Colombia,Risaralda,Pereira,Apartamento,Venta,3.0,3.0,2.0,64.0,USD,37159.0
20298,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,51.0,USD,77900.0
20299,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,101.0,USD,107349.0
20300,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,Venta,2.0,1.0,1.0,40.0,USD,75000.0
20301,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,1.0,42.0,USD,69000.0
20302,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,65.0,USD,136000.0
20303,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,3.0,2.0,2.0,100.0,USD,240000.0
20304,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,2.0,64.0,USD,66061.0
20305,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,4.0,2.0,1.0,42.0,USD,75000.0
20306,Argentina,Capital Federal,Boedo,Departamento,Venta,2.0,1.0,1.0,34.0,USD,80000.0
20307,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,91.0,USD,88081.0
20308,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,317.0,USD,756950.0
20309,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,2.0,1.0,39.0,USD,115000.0
20310,Colombia,Risaralda,Pereira,Apartamento,Venta,3.0,3.0,3.0,115.0,USD,79824.0
20311,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,44.0,USD,85000.0
20312,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,45.0,USD,72000.0
20313,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,21.0,USD,83000.0
20314,Argentina,Capital Federal,Villa Urquiza,Departamento,Venta,3.0,2.0,1.0,55.0,USD,150000.0
20315,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,Venta,3.0,2.0,1.0,61.0,USD,120000.0
20316,Argentina,Córdoba,Córdoba,Departamento,Venta,3.0,2.0,1.0,55.0,USD,105000.0
20317,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,135.0,USD,151390.0
20318,Colombia,Quindío,Armenia,Apartamento,Venta,3.0,3.0,3.0,277.0,USD,165153.0
20319,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,1.0,45.0,USD,30278.0
20320,Argentina,Capital Federal,Belgrano,Departamento,Venta,3.0,2.0,2.0,80.0,USD,535000.0
20321,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,64.0,USD,52298.0
20322,Colombia,Valle del Cauca,Jamundí,Apartamento,Venta,3.0,3.0,2.0,60.0,USD,48170.0
20323,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,3.0,125.0,USD,151390.0
20324,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,80.0,USD,181668.0
20325,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,2.0,1.0,1.0,42.0,USD,70000.0
20326,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,3.0,2.0,1.0,47.0,USD,115000.0
20327,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,52.0,USD,62000.0
20328,Colombia,Antioquia,Medellín,Apartamento,Venta,4.0,4.0,2.0,143.0,USD,132122.0
20329,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,41.0,USD,54000.0
20330,Argentina,Capital Federal,Paternal,Departamento,Venta,1.0,1.0,1.0,41.0,USD,107500.0
20331,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,72.0,USD,61932.0
20332,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,96.0,USD,118359.0
20333,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,3.0,260.0,USD,349573.0
20334,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,3.0,88.0,USD,228000.0
20335,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,42.0,USD,130000.0
20336,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,1.0,1.0,1.0,40.0,USD,165000.0
20337,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,Venta,2.0,1.0,1.0,40.0,USD,85000.0
20338,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,2.0,70.0,USD,268000.0
20339,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,38.0,USD,72900.0
20340,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,3.0,2.0,1.0,65.0,USD,138000.0
20341,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,25.0,USD,48900.0
20342,Colombia,Risaralda,Pereira,Apartamento,Venta,3.0,3.0,3.0,127.0,USD,144509.0
20343,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,94.0,USD,137627.0
20344,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,1.0,37.0,USD,37159.0
20345,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Departamento,Venta,2.0,1.0,1.0,60.0,USD,80000.0
20346,Colombia,Bolívar,Cartagena,Apartamento,Venta,2.0,2.0,3.0,97.0,USD,261492.0
20347,Argentina,Capital Federal,Paternal,Departamento,Venta,3.0,2.0,1.0,57.0,USD,120000.0
20348,Argentina,Capital Federal,Caballito,Departamento,Venta,3.0,2.0,1.0,61.0,USD,172000.0
20349,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,1.0,35.0,USD,82000.0
20350,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,47.0,USD,115000.0
20351,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,1.0,1.0,1.0,40.0,USD,110000.0
20352,Argentina,Capital Federal,Recoleta,Departamento,Venta,1.0,1.0,1.0,17.0,USD,72000.0
20353,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,Venta,2.0,1.0,1.0,38.0,USD,90000.0
20354,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,83.0,USD,118359.0
20355,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,22.0,USD,43000.0
20356,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,31.0,USD,55900.0
20357,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,74.0,USD,68814.0
20358,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,1.0,101.0,USD,99092.0
20359,Argentina,Santa Fe,Rosario,Departamento,Venta,4.0,2.0,1.0,70.0,USD,87000.0
20360,Argentina,Capital Federal,San Nicolás,Departamento,Venta,2.0,1.0,1.0,35.0,USD,120000.0
20361,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Departamento,Venta,3.0,2.0,2.0,107.0,USD,326619.0
20362,Argentina,Capital Federal,Palermo,Departamento,Venta,4.0,3.0,3.0,240.0,USD,1485000.0
20363,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,53.0,USD,59900.0
20364,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,87.0,USD,48995.0
20365,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,61.0,USD,94000.0
20366,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,70.0,USD,132000.0
20367,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,1.0,80.0,USD,189000.0
20368,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,41.0,USD,79500.0
20369,Argentina,Capital Federal,Parque Centenario,Departamento,Venta,3.0,2.0,1.0,56.0,USD,137000.0
20370,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Departamento,Venta,2.0,1.0,1.0,38.0,USD,78000.0
20371,Argentina,Capital Federal,Flores,Departamento,Venta,3.0,2.0,1.0,42.0,USD,54000.0
20372,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,1.0,1.0,1.0,66.0,USD,220000.0
20373,Colombia,Atlántico,Barranquilla,Apartamento,Venta,1.0,1.0,1.0,40.0,USD,54390.0
20374,Argentina,Capital Federal,Palermo,Departamento,Venta,5.0,3.0,3.0,281.0,USD,770000.0
20375,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,Venta,2.0,1.0,1.0,39.0,USD,65000.0
20376,Argentina,Santa Fe,Rosario,Departamento,Venta,5.0,2.0,1.0,73.0,USD,120000.0
20377,Colombia,Atlántico,Barranquilla,Apartamento,Venta,1.0,1.0,1.0,40.0,USD,38536.0
20378,Argentina,Capital Federal,Caballito,Departamento,Venta,3.0,2.0,1.0,55.0,USD,149000.0
20379,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,133.0,USD,165153.0
20380,Argentina,Capital Federal,Balvanera,Departamento,Venta,2.0,1.0,1.0,42.0,USD,93000.0
20381,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,2.0,60.0,USD,98000.0
20382,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,40.0,USD,105000.0
20383,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,86.0,USD,316543.0
20384,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,70.0,USD,151390.0
20385,Argentina,Neuquén,Confluencia,Departamento,Venta,3.0,2.0,1.0,74.0,USD,2600000.0
20386,Argentina,Capital Federal,Saavedra,Departamento,Venta,2.0,1.0,1.0,44.0,USD,110000.0
20387,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,55.0,USD,37159.0
20388,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,Departamento,Venta,3.0,2.0,3.0,85.0,USD,180000.0
20389,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,1.0,70.0,USD,21745.0
20390,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,1.0,40.0,USD,89000.0
20391,Argentina,Capital Federal,Constitución,Departamento,Venta,2.0,1.0,1.0,26.0,USD,58000.0
20392,Argentina,Capital Federal,Paternal,Departamento,Venta,2.0,1.0,1.0,42.0,USD,99000.0
20393,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,62.0,USD,90000.0
20394,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,97.0,USD,68814.0
20395,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,47.0,USD,105000.0
20396,Argentina,Misiones,Posadas,Departamento,Venta,2.0,1.0,1.0,45.0,USD,60000.0
20397,Argentina,Capital Federal,Chacarita,Departamento,Venta,3.0,2.0,1.0,47.0,USD,135000.0
20398,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,1.0,40.0,USD,60556.0
20399,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,1.0,59.0,USD,108000.0
20400,Argentina,Capital Federal,Belgrano,Departamento,Venta,4.0,3.0,2.0,59.0,USD,155000.0
20401,Argentina,Capital Federal,Balvanera,Departamento,Venta,2.0,1.0,1.0,49.0,USD,92000.0
20402,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,117.0,USD,195431.0
20403,Colombia,Atlántico,Barranquilla,Apartamento,Venta,1.0,1.0,1.0,49.0,USD,57803.0
20404,Argentina,Capital Federal,Monserrat,Departamento,Venta,1.0,1.0,1.0,27.0,USD,67000.0
20405,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,4.0,140.0,USD,115607.0
20406,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,300.0,USD,660611.0
20407,Argentina,Capital Federal,Floresta,Departamento,Venta,2.0,1.0,1.0,33.0,USD,75000.0
20408,Argentina,Santa Fe,Santa Fe,Departamento,Venta,5.0,2.0,1.0,120.0,USD,75000.0
20409,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,105.0,USD,206441.0
20410,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,2.0,74.0,USD,280000.0
20411,Colombia,Valle del Cauca,Cali,Apartamento,Venta,4.0,4.0,3.0,150.0,USD,129370.0
20412,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,2.0,45.0,USD,157000.0
20413,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,1.0,49.0,USD,44041.0
20414,Argentina,Buenos Aires Interior,General Belgrano,Departamento,Venta,2.0,1.0,1.0,51.0,USD,85000.0
20415,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,4.0,3.0,1.0,75.0,USD,135000.0
20416,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,111.0,USD,141756.0
20417,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,3.0,97.0,USD,70465.0
20418,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,74.0,USD,109001.0
20419,Argentina,Capital Federal,Parque Chacabuco,Departamento,Venta,3.0,2.0,1.0,83.0,USD,90000.0
20420,Colombia,Tolima,Ibagué,Apartamento,Venta,3.0,3.0,2.0,67.0,USD,31654.0
20421,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,40.0,USD,83000.0
20422,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,168.0,USD,316543.0
20423,Argentina,Capital Federal,Parque Chacabuco,Departamento,Venta,3.0,2.0,1.0,50.0,USD,107000.0
20424,Colombia,Antioquia,Sabaneta,Apartamento,Venta,2.0,2.0,2.0,75.0,USD,68814.0
20425,Colombia,Antioquia,Medellín,Apartamento,Venta,2.0,2.0,3.0,162.0,USD,387834.0
20426,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,76.0,USD,64685.0
20427,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,2.0,1.0,1.0,40.0,USD,57000.0
20428,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,40.0,USD,119000.0
20429,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,2.0,78.0,USD,200000.0
20430,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,161.0,USD,79824.0
20431,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,42.0,USD,63500.0
20432,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,3.0,115.0,USD,280000.0
20433,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,Venta,3.0,2.0,1.0,70.0,USD,158000.0
20434,Argentina,Capital Federal,Caballito,Departamento,Venta,3.0,2.0,1.0,48.0,USD,130000.0
20435,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,35.0,USD,52000.0
20436,Colombia,Risaralda,Pereira,Apartamento,Venta,1.0,1.0,1.0,75.0,USD,72942.0
20437,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,4.0,196.0,USD,330306.0
20438,Colombia,Risaralda,Pereira,Apartamento,Venta,1.0,1.0,1.0,40.0,USD,22020.0
20439,Argentina,Neuquén,Neuquén,Departamento,Venta,5.0,3.0,1.0,65.0,USD,90000.0
20440,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,37.0,USD,77400.0
20441,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,93.0,USD,130746.0
20442,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,35.0,USD,70000.0
20443,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,130.0,USD,225709.0
20444,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,48.0,USD,95000.0
20445,Argentina,Capital Federal,Villa del Parque,Departamento,Venta,2.0,1.0,1.0,40.0,USD,125000.0
20446,Argentina,Capital Federal,Colegiales,Departamento,Venta,5.0,4.0,3.0,136.0,USD,297000.0
20447,Colombia,Antioquia,Bello,Apartamento,Venta,2.0,2.0,2.0,65.0,USD,61107.0
20448,Argentina,Buenos Aires Costa Atlántica,Miramar,Departamento,Venta,2.0,1.0,1.0,38.0,USD,64000.0
20449,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,56.0,USD,158000.0
20450,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,37.0,USD,90000.0
20451,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,36.0,USD,73900.0
20452,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,38.0,USD,115000.0
20453,Argentina,Capital Federal,Tribunales,Departamento,Venta,2.0,1.0,1.0,38.0,USD,79000.0
20454,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,47000.0
20455,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,59.0,USD,93587.0
20456,Argentina,Capital Federal,Saavedra,Departamento,Venta,2.0,1.0,1.0,110.0,USD,247000.0
20457,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,2.0,1.0,1.0,40.0,USD,100000.0
20458,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,53.0,USD,95000.0
20459,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,85.0,USD,89458.0
20460,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,3.0,2.0,1.0,95.0,USD,180000.0
20461,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,65.0,USD,41288.0
