App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android
Betterment,Finance,1,3780,Free,Everyone,Finance,2018-08-03,3,2018,11000,1e+05,0,8,6,0,5
Miss FQ,News_and_magazines,1,0,Free,Everyone,News & Magazines,2018-04-05,5,2018,36000,10,0,4,3,8,4.4
Duolingo: Learn Languages Free,Education,1,6289924,Free,Everyone,Education,2018-08-01,1,2018,,1e+08,0,8,,,
DN.VR,News_and_magazines,0,29,Free,Everyone 10+,News & Magazines,2018-05-23,23,2018,37000,5000,0,5,2,1,5
XX HD Video downloader-Free Video Downloader,Video_players,1,7624,Free,Everyone,Video Players & Editors,2018-04-20,20,2018,6000,1e+06,0,4,1,9,
QR Code Reader,Tools,0,495971,Free,Everyone,Tools,2016-03-16,16,2016,2700,5e+07,0,3,2,3,
FD Interest Calculator,Finance,1,17,Free,Everyone,Finance,2015-01-18,18,2015,4700,5000,0,1,2,7,3
Ai-Ball AV Recorder,Photography,0,90,Paid,Everyone,Photography,2017-10-19,19,2017,4000,5000,2.99,10,13,,
Ap Video Downloader for fb New 2018,Tools,1,676,Free,Everyone,Tools,2018-07-31,31,2018,5400,1e+05,0,7,3,0,
GoPlus Cam,Video_players,0,3484,Free,Everyone,Video Players & Editors,2017-12-18,18,2017,41000,5e+05,0,12,3,0,
CPU-Z,Tools,1,295430,Free,Everyone,Tools,2018-04-17,17,2018,1400,1e+07,0,4,1,26,2.2
AP Physics 1 Prep: Practice Tests and Flashcards,Family,1,29,Free,Everyone,Education,2018-07-03,3,2018,5300,5000,0,7,1,6,4.1
Kernel Manager for Franco Kernel ✨,Tools,1,12700,Paid,Everyone,Tools,2018-08-03,3,2018,10000,1e+05,3.49,8,3,2,5
Blood Pressure - Heartcare,Medical,1,70,Free,Everyone,Medical,2016-05-27,27,2016,1900,10000,0,5,2,,4.4
Typical EA Game,Family,1,33,Free,Everyone,Casual,2017-11-18,18,2017,3300,100,0,11,1,0,4
Apartments & Rentals - Zillow,House_and_home,1,27386,Free,Everyone,House & Home,2018-06-21,21,2018,,1e+06,0,6,,,
"ER Emergency Hospital - Brain, Knee, Eye Surgery",Family,0,25,Free,Teen,Education,2017-07-21,21,2017,41000,1000,0,7,1,1,2.3
mobLee Events,Events,1,11,Free,Everyone,Events,2018-05-30,30,2018,11000,5000,0,5,3,5,4.1
EM Launcher for EMUI,Personalization,1,3175,Free,Everyone,Personalization,2018-04-06,6,2018,2300,5e+05,0,4,1,0,4.1
Coloring Book at Five Nights,Family,0,532,Free,Everyone,Education,2017-06-06,6,2017,6500,1e+05,0,6,1,6,2.3
F-Sim Space Shuttle,Family,1,5427,Paid,Everyone,Simulation,2014-01-28,28,2014,,1e+05,4.99,1,,,
RST - Sale of cars on the PCT,Auto_and_vehicles,0,250,Free,Everyone,Auto & Vehicles,2018-04-27,27,2018,1100,1e+05,0,4,1,4,
Es-Bg Offline Voice Translator,Travel_and_local,1,1,Paid,Everyone,Travel & Local,2017-03-19,19,2017,87000,10,1.49,3,2,,3
Chase Mobile,Finance,1,1374549,Free,Everyone,Finance,2018-07-23,23,2018,32000,1e+07,0,7,3,,5
R+F PULSE,Business,0,58,Free,Everyone,Business,2017-04-21,21,2017,3000,10000,0,4,1,0,4.4
Launcher Oreo 8.1,Personalization,1,13466,Free,Everyone,Personalization,2018-06-19,19,2018,3400,5e+05,0,6,1,9,5
Blood Donor,Medical,1,4476,Free,Everyone,Medical,2018-07-31,31,2018,20000,5e+05,0,7,1,6,4.1
Carrier Landings Pro,Family,1,5969,Paid,Everyone,Simulation,2018-06-29,29,2018,31000,10000,12.99,6,4,2,4.1
"T map (te map, T map, navigation)",Maps_and_navigation,1,15681,Free,Everyone,Maps & Navigation,2018-08-02,2,2018,,5e+06,0,8,,,
Carpooling FH Hagenberg,Communication,1,0,Free,Everyone,Communication,2017-05-18,18,2017,,100,0,5,,,
HD Themes Volvo FH Trucks,Personalization,1,40,Free,Teen,Personalization,2016-06-21,21,2016,13000,5000,0,6,1,0,
bX Thailand Simple Market Price and Alert,Finance,1,8,Free,Everyone,Finance,2018-07-29,29,2018,3500,1000,0,7,2,5,4.4
2 Amateur ham radio CW Morse code practice keys TX,Communication,1,6,Paid,Everyone,Communication,2018-03-05,5,2018,3500,100,1.49,3,1,0,1.6
Masha and the Bear- House Cleaning Games for Girls,Family,1,0,Paid,Everyone,Education,2018-01-25,25,2018,74000,100,1.99,1,0,0,4.1
codeEazy - C/C++/JAVA,Family,1,130,Free,Everyone,Education,2016-04-04,4,2016,2200,10000,0,4,1,0,
Download Manager For Android Free,Tools,0,593,Free,Everyone,Tools,2018-04-12,12,2018,3300,1e+05,0,4,12,4,3
F-1 watchface by Delta,Personalization,1,0,Paid,Everyone,Personalization,2017-08-23,23,2017,,10,2.49,8,,,
Halloween Sandbox Number Coloring- Color By Number,Family,1,289,Free,Everyone,Entertainment,2018-02-17,17,2018,19000,1e+05,0,2,1,2,4.1
Let's Poke The Egg,Game,0,9051,Free,Everyone,Arcade,2017-02-04,4,2017,23000,1e+06,0,2,1,2,2.3
Ei-ij Spelling Dutch,Family,1,20,Free,Everyone,Education,2017-12-12,12,2017,3200,10000,0,12,2,1,4
LineStar For DK,Sports,1,1387,Free,Everyone,Sports,2018-06-06,6,2018,14000,50000,0,6,3,0,
Técnico Legislativo Câmara Legislativa DF,Productivity,1,1,Paid,Everyone,Productivity,2018-06-29,29,2018,10000,10,2.99,6,6,0,
Penny Puss,Tools,0,19,Paid,Everyone,Tools,2016-07-09,9,2016,22000,1000,4.99,7,1,,4
M Launcher -Marshmallow 6.0,Personalization,1,37234,Free,Everyone,Personalization,2018-03-22,22,2018,7300,1e+06,0,3,1,4,4.1
C Programming Zone,Family,1,1218,Free,Everyone,Education,2017-05-13,13,2017,4000,50000,0,5,3,0,
CX-95WIFI,Lifestyle,1,6,Free,Everyone,Lifestyle,2017-06-02,2,2017,11000,500,0,6,2,1,4
Hiya - Caller ID & Block,Communication,1,177703,Free,Mature 17+,Communication,2018-07-25,25,2018,13000,1e+07,0,7,8,1,5
FD VR - Virtual Reality Camera,Family,0,1007,Free,Everyone,Entertainment,2016-11-30,30,2016,7400,1e+05,0,11,3,6,4.4
Iron Blade,Game,1,161637,Free,Mature 17+,Action,2018-07-18,18,2018,82000,1e+07,0,7,1,7,
"End Anxiety Pro - Stress, Panic Attack Help",Medical,1,33,Paid,Everyone,Medical,2018-05-08,8,2018,53000,1000,3.99,5,2,29,4.2
EUROBANK CY,Finance,1,30,Free,Everyone,Finance,2018-06-12,12,2018,15000,100,0,6,1,0,4.3
Mobile C [ C/C++ Compiler ],Family,1,4624,Free,Everyone,Education,2018-07-07,7,2018,78000,1e+05,0,7,2,5,
Doctor X - ER On Wheels,Family,0,12781,Free,Everyone,Casual,2018-06-06,6,2018,51000,1e+06,0,6,1,0,4.1
Google Docs,Productivity,1,815981,Free,Everyone,Productivity,2018-08-06,6,2018,,1e+08,0,8,,,
Yuzu eReader,Family,0,250,Free,Everyone,Education,2018-07-18,18,2018,,50000,0,7,,,
Telemundo Now,Entertainment,0,8674,Free,Teen,Entertainment,2018-05-25,25,2018,19000,1e+06,0,5,3,3,4.4
FVD - Free Video Downloader,Tools,0,327914,Free,Everyone,Tools,2018-04-11,11,2018,,1e+07,0,4,,,
Lyra Virtual Assistant,Productivity,1,41624,Free,Everyone,Productivity,2018-05-24,24,2018,3400,1e+06,0,5,1,2,
Living Smart Home,House_and_home,1,39189,Free,Everyone,House & Home,2018-07-30,30,2018,,1e+06,0,7,,,
AirAsia,Travel_and_local,0,98585,Free,Everyone,Travel & Local,2018-07-16,16,2018,37000,1e+07,0,7,5,0,4.4
BL Community Icon Pack,Personalization,0,289,Free,Everyone,Personalization,2013-05-06,6,2013,2700,10000,0,5,1,1,2.1
Single Parent Meet #1 Dating,Dating,0,2593,Free,Mature 17+,Dating,2018-07-25,25,2018,5000,5e+05,0,7,1,9,4.4
Photo Editor - BPhoto,Photography,1,42,Free,Everyone,Photography,2016-09-17,17,2016,20000,1000,0,9,1,2,4.2
Makeup Photo Editor: Makeup Camera & Makeup Editor,Photography,1,10525,Free,Everyone,Photography,2018-07-27,27,2018,25000,1e+06,0,7,8,9,4
BookBaby - Baby Development,Parenting,1,1002,Free,Everyone,Parenting,2016-08-18,18,2016,5000,50000,0,8,3,0,
감성학원 BL 첫사랑,Comics,1,190,Free,Everyone,Comics,2017-11-17,17,2017,34000,10000,0,11,3,2,3
DM Buddy » Learn Digital Marketing,Family,1,3,Free,Everyone,Education,2017-07-11,11,2017,1700,500,0,7,2,1,4.1
Castle Clash: RPG War and Strategy FR,Family,1,376223,Free,Everyone,Strategy,2018-07-18,18,2018,24000,1e+06,0,7,1,4,4.1
2017 EMRA Antibiotic Guide,Medical,1,12,Paid,Everyone,Medical,2017-01-27,27,2017,3800,1000,16.99,1,1,0,
Lifetime - Watch Full Episodes & Original Movies,Entertainment,0,35928,Free,Teen,Entertainment,2018-07-16,16,2018,19000,1e+06,0,7,3,1,4.4
FK (FlightKid),Game,1,2,Free,Everyone,Action,2016-03-03,3,2016,22000,10,0,3,1,0,4
4 in a Row,Game,0,4257,Free,Everyone,Board,2018-05-13,13,2018,,5e+05,0,5,,,
Weather & Radar Pro - Ad-Free,Weather,1,25243,Paid,Everyone,Weather,2018-08-01,1,2018,26000,1e+05,2.99,8,4,34,4.4
Fifa World Cup 2018: Photo Frame Editor & DP Maker,Photography,1,666,Free,Everyone,Photography,2018-06-20,20,2018,8700,1e+05,0,6,6,1,
Stocks: Realtime Quotes Charts,Finance,1,16808,Free,Everyone,Finance,2018-05-01,1,2018,,1e+06,0,5,,,
"Izneo, Read Manga, Comics & BD",Comics,0,1476,Free,Teen,Comics,2018-06-11,11,2018,18000,5e+05,0,6,7,3,4
Ability DS UNO,Productivity,1,3,Paid,Everyone,Productivity,2014-05-19,19,2014,2300,50,2.6,5,1,0,1.5
Om Waleed Sweets,Food_and_drink,1,556,Free,Teen,Food & Drink,2018-01-25,25,2018,23000,1e+05,0,1,2,0,4
GO Launcher - 3D parallax Themes & HD Wallpapers,Personalization,1,7464996,Free,Everyone,Personalization,2018-08-03,3,2018,,1e+08,0,8,,,
studentsLife by FH Kärnten,Family,1,108,Free,Everyone,Education,2018-03-30,30,2018,,5000,0,3,4,0,4.4
Survival Run with Bear Grylls,Game,1,128579,Free,Everyone,Action,2018-05-06,6,2018,,5e+06,0,5,,,
Modern Sniper Strike: Best Commando Action 2k18,Game,1,164,Free,Everyone,Action,2017-08-23,23,2017,17000,10000,0,8,1,0,2.3
Cp Calculator for Evolution:GO,Family,1,124,Free,Everyone,Entertainment,2016-08-23,23,2016,2500,500,0,8,1,2,4.2
Gaydorado,Family,0,8419,Free,Teen,Role Playing,2018-08-01,1,2018,47000,1e+05,0,8,0,0,
du View,Family,0,935,Free,Teen,Entertainment,2018-03-26,26,2018,22000,50000,0,3,6,4,4.3
"WalletHub - Free Credit Score, Report & Monitoring",Finance,1,1311,Free,Everyone,Finance,2018-06-19,19,2018,9300,50000,0,6,1,4,4.4
dz press,News_and_magazines,1,30,Free,Everyone,News & Magazines,2015-07-30,30,2015,10000,1000,0,7,1,8,4
Grand Stickman Cover V,Game,0,1744,Free,Mature 17+,Action,2018-05-19,19,2018,37000,1e+05,0,5,1,0,4.1
CM AppLock Fingerprint 2018,Tools,1,1264,Free,Everyone,Tools,2018-08-06,6,2018,8200,1e+05,0,8,4,0,4.3
Free VIN Report for Used Cars,Auto_and_vehicles,1,2431,Free,Everyone,Auto & Vehicles,2018-06-12,12,2018,2400,1e+05,0,6,1,37,4
الفاتحون Conquerors,Family,1,108130,Free,Teen,Strategy,2018-08-03,3,2018,40000,5e+06,0,8,1,8,4
Video.Guru - Video Maker,Video_players,1,36969,Free,Everyone,Video Players & Editors,2018-08-06,6,2018,27000,1e+06,0,8,1,,4.3
DT future1 cam,Tools,0,1,Free,Everyone,Tools,2018-03-27,27,2018,24000,50,0,3,3,1,2.2
Q Call,Tools,1,20,Free,Everyone,Tools,2018-07-16,16,2018,16000,1000,0,7,2,,4
BW-DGS plugin,Game,1,70,Free,Everyone,Board,2018-05-13,13,2018,691,1000,0,5,1,6,4
Wii U Simulator,Family,0,1178,Free,Everyone 10+,Simulation,2018-04-08,8,2018,38000,1e+05,0,4,1,0,5
Home Workout - No Equipment,Health_and_fitness,1,428156,Free,Everyone,Health & Fitness,2018-06-28,28,2018,15000,1e+07,0,6,,,
CE SODEXO PASS FRANCE,Productivity,1,0,Free,Everyone,Productivity,2018-06-06,6,2018,21000,50,0,6,2,3,4.1
German Vocabulary Trainer,Family,0,1218,Free,Everyone,Education,2012-08-24,24,2012,1000,1e+05,0,8,1,0,2.1
Koi Free Live Wallpaper,Personalization,1,290241,Free,Everyone,Personalization,2014-06-24,24,2014,4100,5e+07,0,6,1,9,2.1
Exiled Kingdoms RPG,Family,1,49210,Free,Everyone 10+,Role Playing,2018-07-05,5,2018,99000,1e+06,0,7,1,2,4.1
Living Room Decorating Ideas,House_and_home,0,4465,Free,Everyone,House & Home,2015-03-06,6,2015,5800,1e+06,0,3,1,7,3
All Star Of CW,Family,1,0,Free,Everyone,Role Playing,2018-02-06,6,2018,2400,10,0,2,2,3,
Lanterns: The Harvest Festival,Family,1,185,Paid,Everyone,Board,2018-05-01,1,2018,72000,1000,4.99,5,1,16,4.1
DP & Status,Family,1,1922,Free,Everyone,Entertainment,2018-01-09,9,2018,4700,5e+05,0,1,1,13,4.1
BW App,Lifestyle,0,48,Free,Everyone,Lifestyle,2017-09-27,27,2017,12000,5000,0,9,2,8,4
myAT&T,Productivity,0,80847,Free,Everyone,Productivity,2018-07-18,18,2018,,5e+07,0,7,,,5
Paint By Number,Family,0,807,Free,Everyone,Casual,2018-05-01,1,2018,4600,5e+05,0,5,1,4,3
BN Pro White Text,Libraries_and_demo,1,50,Free,Everyone,Libraries & Demo,2017-02-05,5,2017,506,5000,0,2,2,3,1.6
2GIS: directory & navigator,Travel_and_local,1,768833,Free,Everyone,Travel & Local,2018-07-30,30,2018,,5e+07,0,7,,,
CX watcher,Family,1,4,Free,Everyone,Casual,2018-06-21,21,2018,30000,500,0,6,1,,4.1
BT Share It,Business,1,12,Free,Everyone,Business,2018-05-16,16,2018,13000,500,0,5,3,4,4.4
AK-47 3D,Game,0,91,Free,Everyone,Action,2016-12-25,25,2016,24000,10000,0,12,3,2,2.3
converter video to mp3,Libraries_and_demo,1,783,Free,Everyone,Libraries & Demo,2017-06-10,10,2017,6400,1e+05,0,6,1,6,2.2
San Dimas AH,Medical,1,0,Free,Everyone,Medical,2018-02-18,18,2018,29000,100,0,2,,0,
Kids Mode,Education,0,2469,Free,Everyone,Education,2018-03-23,23,2018,11000,5e+05,0,3,,,
Shopping List S PRO,Shopping,1,14,Paid,Everyone,Shopping,2018-05-16,16,2018,2700,100,2.49,5,2,10,4.1
All States Ag Parts,Shopping,1,68,Free,Everyone,Shopping,2018-01-25,25,2018,6500,10000,0,1,5,26,5
Ustream,Video_players,0,93638,Free,Mature 17+,Video Players & Editors,2018-07-11,11,2018,7300,1e+07,0,7,3,2,4.1
7 Day Food Journal Challenge,Lifestyle,1,3346,Free,Teen,Lifestyle,2017-03-08,8,2017,14000,1e+05,0,3,3,6,
IDM for Facebook ★ Downloader,Productivity,1,1905,Free,Everyone,Productivity,2015-10-17,17,2015,3100,1e+05,0,10,7,,2.3
X-plore File Manager,Tools,1,168487,Free,Everyone,Tools,2018-06-26,26,2018,6400,1e+07,0,6,4,1,4.3
FK Liepaja,Sports,1,4,Free,Everyone,Sports,2018-03-17,17,2018,26000,100,0,3,1,0,4.1
Grenade Practice for CS:GO,Family,1,431,Free,Everyone,Entertainment,2016-06-13,13,2016,17000,10000,0,6,1,1,4
CI Stream,Video_players,1,0,Free,Everyone,Video Players & Editors,2018-07-12,12,2018,14000,10,0,7,1,0,4.4
Remote EX for NISSAN,Communication,0,223,Paid,Everyone,Communication,2014-07-26,26,2014,1000,5000,1.49,7,1,3,3
Powershop AU,Tools,0,498,Free,Everyone,Tools,2018-07-12,12,2018,11000,10000,0,7,1,35,
Wi-Fi Auto-connect,Communication,0,15036,Free,Everyone,Communication,2015-08-01,1,2015,253,1e+06,0,8,1,2,1.6
Postings (Craigslist Search App),Shopping,1,151095,Free,Mature 17+,Shopping,2018-07-01,1,2018,12000,5e+06,0,7,4,0,4.1
Hercules CP Mobile,Tools,0,20,Free,Everyone,Tools,2018-07-06,6,2018,4100,1000,0,7,2,1,4.3
NASCAR MOBILE,Sports,1,80900,Free,Everyone,Sports,2018-07-25,25,2018,21000,1e+06,0,7,7,1,4.4
DG Hair,Lifestyle,1,0,Free,Everyone,Lifestyle,2017-08-30,30,2017,3000,10,0,8,1,0,4
MedM Blood Pressure,Medical,0,255,Free,Everyone,Medical,2018-05-25,25,2018,16000,10000,0,5,2,5,4.2
BS Meter (Ad Supported),Family,0,14,Free,Teen,Entertainment,2013-08-14,14,2013,592,1000,0,8,2,0,2.2
R Programming Tutorial,Family,1,5,Free,Everyone,Education,2017-05-14,14,2017,2800,1000,0,5,1,0,
Name days,Events,1,3089,Free,Everyone,Events,2018-07-12,12,2018,,1e+05,0,7,,,
Study AP World History,Family,1,513,Free,Everyone,Education,2016-07-18,18,2016,1600,10000,0,7,1,1,
Sleeping Delivery,Family,1,19640,Free,Teen,Simulation,2018-05-18,18,2018,67000,1e+05,0,5,2,0,4.4
Sniper Gun Shot 3D: Impossible Missions,Game,1,20,Free,Mature 17+,Action,2018-05-04,4,2018,34000,100,0,5,1,0,4
StrongLifts 5x5 Workout Gym Log & Personal Trainer,Health_and_fitness,1,66791,Free,Everyone,Health & Fitness,2018-07-30,30,2018,10000,1e+06,0,7,,,
ABC News - US & World News,News_and_magazines,0,18976,Free,Everyone 10+,News & Magazines,2018-06-06,6,2018,35000,1e+06,0,6,3,19,5
VITEK EH DVR Viewer (Pro),Tools,0,78,Free,Everyone,Tools,2013-10-11,11,2013,3300,10000,0,10,1,2,2.2
"Startupticker.ch News, Events",News_and_magazines,1,4,Free,Everyone,News & Magazines,2018-07-23,23,2018,10000,100,0,7,2,0,4.4
Photo Editor Collage Maker Pro,Photography,1,1519671,Free,Everyone,Photography,2018-02-01,1,2018,,1e+08,0,2,,,
Google Sheets,Productivity,1,496399,Free,Everyone,Productivity,2018-08-06,6,2018,,1e+08,0,8,,,
EY Forensics,Finance,1,7,Free,Everyone,Finance,2016-06-17,17,2016,3400,1000,0,6,1,0,
Bubble Bo-Bo,Family,1,65,Free,Everyone,Casual,2018-07-05,5,2018,24000,10000,0,7,6,0,4
B.Z. Live-Ticker,News_and_magazines,1,114,Free,Everyone,News & Magazines,2018-05-25,25,2018,7700,10000,0,5,1,6,4.2
Q Cat Live Wallpaper,Personalization,1,4383,Free,Teen,Personalization,2015-03-16,16,2015,7100,5e+05,0,3,2,7,
DV 2019 Entry Guide,Books_and_reference,1,92,Free,Everyone,Books & Reference,2017-10-18,18,2017,5100,10000,0,10,2,0,4.1
AfterFocus,Photography,1,165224,Free,Everyone,Photography,2016-07-08,8,2016,15000,1e+07,0,7,2,1,
Christella VoiceUp,Medical,1,38,Free,Everyone,Medical,2018-07-12,12,2018,70000,5000,0,7,2,1,4.1
Mediabox CY,Family,1,0,Free,Everyone,Entertainment,2017-12-31,31,2017,12000,10,0,12,1,0,4.1
CMB Free Dating App,Dating,0,48845,Free,Mature 17+,Dating,2018-08-01,1,2018,40000,1e+06,0,8,4,19,4.4
G-SHOCK+,Lifestyle,0,4710,Free,Everyone,Lifestyle,2017-11-01,1,2017,,1e+05,0,11,,,
HondaLink EV,Tools,0,44,Free,Everyone,Tools,2018-06-20,20,2018,41000,10000,0,6,3,8,2.3
Daily DM,Personalization,1,51,Free,Everyone,Personalization,2013-10-04,4,2013,259,1000,0,10,1,0,2.1
A & B Taxi,Maps_and_navigation,1,41,Free,Everyone,Maps & Navigation,2018-07-04,4,2018,25000,1000,0,7,0,19,
TripIt: Travel Organizer,Travel_and_local,1,49190,Free,Everyone,Travel & Local,2018-06-15,15,2018,25000,1e+06,0,6,7,5,5
EZ Launcher,Personalization,1,18926,Free,Everyone,Personalization,2013-09-28,28,2013,2900,1e+06,0,9,0,5,2.2
Card Creator for CR,Tools,1,117850,Free,Everyone,Tools,2018-05-19,19,2018,17000,1e+07,0,5,1,8,4.1
Eurosport,Sports,0,121003,Free,Everyone,Sports,2018-08-06,6,2018,,1e+07,0,8,,,
"Messenger L SMS, MMS",Personalization,0,6263,Free,Everyone,Personalization,2018-07-12,12,2018,20000,5e+05,0,7,7,46,2.3
Hidden Object Florida Vacation Adventure Fun Game,Family,0,126,Free,Everyone,Casual,2018-06-18,18,2018,45000,10000,0,6,1,4,
bacterial vaginosis,Medical,1,0,Free,Teen,Medical,2018-03-26,26,2018,3600,10,0,3,1,0,4
MelifeCam-M,Video_players,0,81,Free,Everyone,Video Players & Editors,2016-07-21,21,2016,22000,10000,0,7,,3,4.1
Radial-G : Infinity,Game,0,517,Free,Everyone,Arcade,2015-12-07,7,2015,47000,50000,0,12,1,4,4.1
Basket Manager 2016 Free,Sports,1,1879,Free,Everyone,Sports,2017-02-09,9,2017,4400,1e+05,0,2,2,9,4.1
Self Healing,Health_and_fitness,1,14394,Free,Everyone,Health & Fitness,2017-07-16,16,2017,9900,5e+05,0,7,,,
Dr D K Olukoya,Lifestyle,1,0,Free,Teen,Lifestyle,2018-07-25,25,2018,3300,1,0,7,1,0,4.1
What's Up,Lifestyle,1,23453,Free,Everyone,Lifestyle,2017-10-26,26,2017,10000,1e+06,0,10,2,0,4
"Zapya - File Transfer, Sharing",Tools,1,387958,Free,Teen,Tools,2018-07-16,16,2018,9000,1e+07,0,7,5,6,
Ek Vote,Productivity,1,43,Free,Everyone,Productivity,2017-11-07,7,2017,6200,500,0,11,1,1,
"Omlet Arcade - Stream, Meet, Play",Video_players,1,169965,Free,Teen,Video Players & Editors,2018-08-02,2,2018,14000,1e+07,0,8,1,32,4.3
DS-82 form,Business,1,1,Free,Everyone,Business,2018-04-27,27,2018,28000,100,0,4,1,7,4.1
BD Data Plan (3G & 4G),Communication,1,10341,Free,Everyone,Communication,2018-07-05,5,2018,6900,5e+05,0,7,5,2,4.1
Speedcheck,Tools,1,48979,Free,Everyone,Tools,2018-08-04,4,2018,14000,1e+06,0,8,5,0,
orderin.bm,Food_and_drink,1,0,Free,Everyone,Food & Drink,2018-08-01,1,2018,,1,0,8,,,
"Horn, free country requirements",Shopping,1,37186,Free,Everyone,Shopping,2018-06-30,30,2018,7900,1e+06,0,6,3,4,4
OpenVPN Connect – Fast & Safe SSL VPN Client,Tools,1,154578,Free,Everyone,Tools,2018-05-25,25,2018,14000,1e+07,0,5,3,0,4.1
Applock,Tools,1,4934130,Free,Everyone,Tools,2018-06-11,11,2018,,1e+08,0,6,,,
B.M.Snowboard Free,Sports,0,9765,Free,Everyone,Sports,2017-05-01,1,2017,14000,1e+06,0,5,1,38,2.3
Air Traffic,Maps_and_navigation,1,14110,Free,Everyone,Maps & Navigation,2018-07-24,24,2018,6800,1e+06,0,7,4,3,5
Saiyan Z: Super SSJ Ultimate Combat,Game,1,306,Free,Everyone,Adventure,2018-04-18,18,2018,61000,10000,0,4,2,0,4
G Guide Program Guide (SOFTBANK EMOBILE WILLCOM version),Video_players,0,2689,Free,Everyone,Video Players & Editors,2018-07-18,18,2018,,1e+06,0,7,,,
Chest Simulator for Clash Royale,Family,1,4756,Free,Everyone,Simulation,2018-07-19,19,2018,33000,1e+05,0,7,1,1,4.1
Hadith du jour,Family,1,276,Free,Everyone,Education,2016-03-22,22,2016,,50000,0,3,,,
BN Pro Black Text,Libraries_and_demo,0,18,Free,Everyone,Libraries & Demo,2017-02-05,5,2017,496,1000,0,2,2,3,1.6
Restart Navigator,Auto_and_vehicles,0,1403,Free,Everyone,Auto & Vehicles,2014-08-26,26,2014,201,1e+05,0,8,1,0,2.2
iSwipe Phone X,Tools,1,58366,Free,Everyone,Tools,2017-12-07,7,2017,6300,1e+06,0,12,1,0,4.1
"Apartment List: Housing, Apt, and Property Rentals",House_and_home,1,8481,Free,Everyone,House & Home,2018-08-03,3,2018,7500,1e+06,0,8,2,1,5
"No. Color - Color by Number, Number Coloring",Family,1,269194,Free,Everyone,Entertainment,2018-08-03,3,2018,6900,1e+07,0,8,,,
CE-SETRAM l’Appli,Libraries_and_demo,1,0,Free,Everyone,Libraries & Demo,2017-12-05,5,2017,2600,100,0,12,1,1,
CB TV,Family,1,2,Free,Teen,Strategy,2016-09-13,13,2016,1900,100,0,9,1,0,
Bu Hangi Uygulama ?,Family,1,1,Free,Everyone,Puzzle,2018-03-06,6,2018,24000,10,0,3,3,2,
Egg,Family,0,72,Free,Mature 17+,Simulation,2018-06-09,9,2018,27000,5000,0,6,1,2,2.3
BG+Phone Backup,Productivity,1,16,Free,Everyone,Productivity,2017-02-17,17,2017,2600,1000,0,2,1,0,2.3
CB Underground,Lifestyle,0,3,Free,Everyone,Lifestyle,2015-09-15,15,2015,7400,500,0,9,1,2,3.2
Family Guy- Another Freakin' Mobile Game,Family,1,221691,Free,Teen,Puzzle,2018-08-06,6,2018,94000,5e+06,0,8,1,20,
Add-On: bq (c),Productivity,1,17,Free,Everyone,Productivity,2015-05-19,19,2015,1200,1000,0,5,10,0,4
To,Medical,1,22,Free,Everyone,Medical,2018-05-30,30,2018,15000,10000,0,5,,,
Pediatric Emergency Guide,Medical,1,0,Free,Everyone,Medical,2018-07-09,9,2018,3800,100,0,7,3,1,4.4
Sleep as Android Garmin Addon,Health_and_fitness,0,114,Free,Everyone,Health & Fitness,2018-06-20,20,2018,1600,10000,0,6,,,2.3
SportsManias Fantasy Team News,Sports,0,4057,Free,Everyone,Sports,2018-05-10,10,2018,26000,5e+05,0,5,3,2,
Lufthansa,Travel_and_local,0,14544,Free,Everyone,Travel & Local,2018-07-27,27,2018,43000,1e+06,0,7,7,2,4.1
Dy So Exam,Family,0,6,Free,Everyone,Education,2017-07-03,3,2017,3200,1000,0,7,1,0,2.3
High Blood Pressure Symptoms,Medical,0,531,Free,Everyone,Medical,2015-01-18,18,2015,2300,1e+05,0,1,1,0,3
icon wallpaper dressup💞CocoPPa,Personalization,1,595120,Free,Everyone,Personalization,2018-07-10,10,2018,,1e+07,0,7,,,
CompactiMa EC pH Calibration,Books_and_reference,1,0,Free,Everyone,Books & Reference,2016-12-22,22,2016,8400,100,0,12,1,1,4.1
ET Markets : NSE & BSE India,Finance,1,24980,Free,Everyone,Finance,2018-07-16,16,2018,9200,1e+06,0,7,2,1,4.1
Lexus Tech BH Service Pro,Lifestyle,1,0,Free,Teen,Lifestyle,2016-07-26,26,2016,904,10,0,7,5,0,3
bm Wallet,Finance,0,196,Free,Everyone,Finance,2017-08-20,20,2017,27000,10000,0,8,1,8,4.1
INTERACTIVE CALCULUS PRO,Family,1,0,Paid,Everyone,Education,2018-02-22,22,2018,3300,10,0.99,2,1,2,
PJ Masks: Moonlight Heroes,Family,1,86961,Free,Everyone,Casual,2018-06-05,5,2018,99000,1e+07,0,6,2,0,
Debonairs Pizza,Food_and_drink,0,3320,Free,Everyone,Food & Drink,2018-08-04,4,2018,8400,5e+05,0,8,1,9,
Stickman Legends: Shadow Wars,Game,1,38419,Paid,Everyone 10+,Action,2018-08-03,3,2018,1e+05,1e+06,0.99,8,2,3,4.1
BMH-BJ Congregation,Lifestyle,1,0,Free,Everyone,Lifestyle,2018-06-29,29,2018,5100,10,0,6,1,22,
Sad Poetry Photo Frames 2018,Art_and_design,1,176,Free,Everyone,Art & Design,2018-04-02,2,2018,10000,1e+05,0,4,1,0,
