ID,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
4131,Need for Speed™ No Limits,GAME,1.0,3344300,22M,"50,000,000+",Free,0,Everyone 10+,Racing,"July 24, 2018",2.12.1,4.1 and up
4132,Five Nights at Pizzeria,GAME,0.0,1976,21M,"100,000+",Free,0,Teen,Action,"March 3, 2018",1.6,4.1 and up
4133,Dubai Racing,GAME,1.0,16237,23M,"500,000+",Free,0,Everyone,Racing,"December 23, 2015",1.9.1,2.3 and up
4134,GANMA! - All original stories free of charge for all original comics,COMICS,1.0,57106,27M,"1,000,000+",Free,0,Teen,Comics,"July 23, 2018",2.11.3,4.1 and up
4135,Brit + Co,LIFESTYLE,0.0,987,4.5M,"10,000+",Free,0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up
4136,Art of F J Taylor,VIDEO_PLAYERS,1.0,2,1.5M,10+,Free,0,Everyone,Video Players & Editors,"June 23, 2015",1.0.2,4.3 and up
4137,AZ Practice Test & Questions,FAMILY,1.0,13,3.4M,"1,000+",Free,0,Everyone,Education,"March 23, 2017",1.0,2.3.3 and up
4138,BET NOW - Watch Shows,ENTERTAINMENT,1.0,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up
4139,Basic Strategy Training BJ 21,GAME,1.0,0,23M,500+,Free,0,Teen,Casino,"March 7, 2016",1.1,2.3 and up
4140,EF-myHR,FINANCE,0.0,26,36M,"1,000+",Free,0,Everyone,Finance,"February 21, 2018",1.0.38,4.0 and up
4141,Uber Eats: Local Food Delivery,FOOD_AND_DRINK,1.0,333208,34M,"10,000,000+",Free,0,Everyone,Food & Drink,"August 1, 2018",1.161.10002,5.0 and up
4142,How To Color Disney Princess - Coloring Pages,ART_AND_DESIGN,0.0,591,9.4M,"500,000+",Free,0,Everyone,Art & Design,"March 31, 2018",1,4.0 and up
4143,C Functions,FAMILY,1.0,55,1.5M,"1,000+",Free,0,Everyone,Education,"September 26, 2015",1.0,4.0.3 and up
4144,BU Bison Nation,SPORTS,0.0,4,40M,100+,Free,0,Everyone,Sports,"September 21, 2017",6.0.2,4.4 and up
4145,I Am Rich Pro,FAMILY,1.0,201,2.7M,"5,000+",Paid,$399.99,Everyone,Entertainment,"May 30, 2017",1.54,1.6 and up
4146,Mobile Number Tracker,TOOLS,0.0,19758,2.9M,"5,000,000+",Free,0,Everyone,Tools,"January 14, 2018",2.7,4.0 and up
4147,"Sephora: Skin Care, Beauty Makeup & Fragrance Shop",BEAUTY,1.0,26834,57M,"1,000,000+",Free,0,Everyone,Beauty,"July 24, 2018",18.5,5.0 and up
4148,Bullet - FN Theme,PERSONALIZATION,0.0,143,240k,"5,000+",Free,0,Everyone,Personalization,"July 31, 2013",1.0,2.2 and up
4149,Top BR Chaya Songs,FAMILY,1.0,0,3.8M,10+,Free,0,Everyone,Entertainment,"May 18, 2018",1.0,4.0.3 and up
4150,Lunar Calendar Lite,LIFESTYLE,1.0,2954,Varies with device,"100,000+",Free,0,Mature 17+,Lifestyle,"July 17, 2018",Varies with device,Varies with device
4151,FlirtChat - ♥Free Dating/Flirting App♥,DATING,1.0,2430,13M,"500,000+",Free,0,Mature 17+,Dating,"July 26, 2018",12.0.4,4.1 and up
4152,Summer Madness,EVENTS,1.0,4,1.4M,100+,Free,0,Everyone,Events,"July 26, 2018",1.107,4.0 and up
4153,"Pedometer, Step Counter & Weight Loss Tracker App",HEALTH_AND_FITNESS,1.0,548021,27M,"10,000,000+",Free,0,Everyone,Health & Fitness,"August 2, 2018",p5.7.1,4.1 and up
4154,CW BLE Peripheral Simulator,COMMUNICATION,1.0,2,1.5M,500+,Free,0,Everyone,Communication,"March 8, 2017",1.0,4.4 and up
4155,Official Madhuban Murli,LIFESTYLE,1.0,301,25M,"10,000+",Free,0,Everyone,Lifestyle,"July 21, 2018",1.1.2,4.4 and up
4156,Hello Kitty Nail Salon,GAME,1.0,369203,24M,"50,000,000+",Free,0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up
4157,Hondata Mobile,MAPS_AND_NAVIGATION,1.0,334,676k,"10,000+",Free,0,Everyone,Maps & Navigation,"August 23, 2016",1.3,2.3.3 and up
4158,Axe Champs! Wars,GAME,1.0,8,25M,50+,Free,0,Everyone,Arcade,"June 26, 2018",1.1,4.1 and up
4159,AndroZip™ FREE File Manager,PRODUCTIVITY,1.0,277794,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 7, 2016",Varies with device,Varies with device
4160,Ek Kauwa Pyasa Tha,FAMILY,1.0,35,3.1M,"50,000+",Free,0,Everyone,Entertainment,"June 25, 2017",1.3.6,4.0 and up
4161,Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,1.0,4458,3.9M,"500,000+",Free,0,Everyone,Business,"July 8, 2018",3.3,4.1 and up
4162,DV KING,PHOTOGRAPHY,0.0,2,9.3M,100+,Free,0,Everyone,Photography,"September 19, 2017",1.0.0,2.2 and up
4163,BF CG Abstract Pictures,FAMILY,1.0,6,2.5M,"1,000+",Free,0,Teen,Entertainment,"June 19, 2015",2.7,3.0 and up
4164,Voxer Walkie Talkie Messenger,COMMUNICATION,1.0,230564,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"July 31, 2018",Varies with device,Varies with device
4165,PDF Viewer & Book Reader,PRODUCTIVITY,1.0,40437,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"February 6, 2018",Varies with device,Varies with device
4166,USMLE Step 2 CK Flashcards,FAMILY,1.0,1,40M,10+,Paid,$19.99,Everyone,Education,"May 26, 2014",2.47,2.2 and up
4167,WomanLog Calendar,HEALTH_AND_FITNESS,1.0,121838,15M,"5,000,000+",Free,0,Everyone,Health & Fitness,"May 23, 2018",5.5.1,4.0.3 and up
4168,Pistachio Launcher for Android P 9.0,PERSONALIZATION,1.0,0,2.3M,1+,Paid,$1.49,Everyone,Personalization,"July 11, 2018",1.0.2,4.1 and up
4169,ASUS PixelMaster Camera,PHOTOGRAPHY,1.0,626366,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"June 29, 2016",Varies with device,Varies with device
4170,FANDOM for: DC,FAMILY,1.0,6715,9.5M,"500,000+",Free,0,Mature 17+,Entertainment,"July 20, 2018",2.9.8.1,4.4 and up
4171,AQ wisdom +,TOOLS,1.0,0,35M,100+,Free,0,Everyone,Tools,"March 15, 2018",1.0.0,4.0.3 and up
4172,The League,DATING,0.0,837,9.4M,"100,000+",Free,0,Mature 17+,Dating,"July 16, 2018",1.15.0,4.4 and up
4173,theScore esports,SPORTS,1.0,16257,14M,"500,000+",Free,0,Everyone 10+,Sports,"February 3, 2017",2.8,4.1 and up
4174,Tattoodo - Find your next tattoo,LIFESTYLE,1.0,7457,13M,"1,000,000+",Free,0,Teen,Lifestyle,"August 3, 2018",2.4.12-r244,4.1 and up
4175,AV Buddy Free,FAMILY,1.0,25,47M,"5,000+",Free,0,Everyone,Education,"March 8, 2017",1.2,4.1 and up
4176,Stupid Zombies,GAME,1.0,464900,33M,"10,000,000+",Free,0,Teen,Arcade,"June 27, 2018",2.0.5,4.2 and up
4177,Boston AH,MEDICAL,1.0,1,29M,50+,Free,0,Everyone,Medical,"November 30, 2017",300000.0.93,4.0.3 and up
4178,Facetune - For Free,PHOTOGRAPHY,1.0,49553,48M,"1,000,000+",Paid,$5.99,Everyone,Photography,"July 25, 2018",1.3.1,4.1 and up
4179,Ey Sey Storytime រឿងនិទានតាឥសី,FAMILY,1.0,1327,44M,"10,000+",Free,0,Everyone,Education;Education,"May 18, 2017",1.2.2,4.0.3 and up
4180,AP Installer,TOOLS,1.0,23,283k,"5,000+",Free,0,Everyone,Tools,"July 20, 2018",13,3.2 and up
4181,Auto Dslr Photo Effect : Auto Focus Effect,PHOTOGRAPHY,0.0,6,3.5M,"1,000+",Free,0,Everyone,Photography,"February 20, 2018",1.6,4.0.3 and up
4182,Brightest LED Flashlight,TOOLS,1.0,60571,Varies with device,"5,000,000+",Free,0,Everyone,Tools,"July 2, 2018",Varies with device,Varies with device
4183,Schengen/EU App,TOOLS,0.0,24,11M,"1,000+",Free,0,Everyone,Tools,"February 27, 2018",1.0,4.1 and up
4184,EURES - Your Job in Europe,BUSINESS,0.0,358,2.0M,"50,000+",Free,0,Everyone,Business,"September 18, 2017",1.4.1,2.3.3 and up
4185,7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,1.0,6011,4.3M,"500,000+",Free,0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up
4186,Sahadan Live Scores,SPORTS,0.0,63938,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 6, 2018",Varies with device,Varies with device
4187,CJ Auto école,FAMILY,1.0,0,12M,50+,Free,0,Everyone,Education,"June 24, 2014",1.0,2.2 and up
4188,CP Surprise,LIFESTYLE,0.0,2548,4.9M,"100,000+",Free,0,Everyone,Lifestyle,"January 30, 2018",4.4.2,4.1 and up
4189,Stats Royale for Clash Royale,BOOKS_AND_REFERENCE,1.0,68226,16M,"1,000,000+",Free,0,Everyone,Books & Reference,"August 6, 2018",1.9.1,4.2 and up
4190,Arogyam EH,MEDICAL,0.0,18,3.5M,"1,000+",Free,0,Everyone,Medical,"May 12, 2018",1.9,4.0.3 and up
4191,Gangster Town: Vice District,FAMILY,1.0,65146,100M,"10,000,000+",Free,0,Mature 17+,Simulation,"May 31, 2018",2.1,4.0 and up
4192,BBC Sport,SPORTS,1.0,18678,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"April 25, 2018",Varies with device,Varies with device
4193,Santa Fe Thrive,HEALTH_AND_FITNESS,1.0,2,8.3M,50+,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
4194,DK Online,FAMILY,1.0,21,3.5M,100+,Free,0,Everyone,Entertainment,"May 18, 2018",8.2,4.0.3 and up
4195,Daily Mail Online,NEWS_AND_MAGAZINES,1.0,56807,Varies with device,"5,000,000+",Free,0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device
4196,Financial Calculator India,FINANCE,1.0,13819,3.9M,"1,000,000+",Free,0,Everyone,Finance,"July 4, 2018",3.3,4.0 and up
4197,Invasion: Defend EU,GAME,1.0,7,20M,50+,Free,0,Everyone,Arcade,"December 8, 2017",1.0.|,2.3 and up
4198,Meet With Strangers: Video Chat & Dating,DATING,1.0,2,3.7M,500+,Free,0,Mature 17+,Dating,"July 16, 2018",1.,4.0 and up
4199,HD Themes Toyota Cruiser 200,PERSONALIZATION,0.0,3,15M,100+,Free,0,Teen,Personalization,"October 1, 2016",1.0,2.3.3 and up
4200,ARK: Survival Evolved,GAME,0.0,51523,36M,"500,000+",Free,0,Teen,Adventure,"August 2, 2018",1.0.90,7.0 and up
4201,Lose Belly Fat in 30 Days - Flat Stomach,HEALTH_AND_FITNESS,1.0,38098,11M,"5,000,000+",Free,0,Everyone,Health & Fitness,"June 21, 2018",1.0.4,4.2 and up
4202,Dog Run - Pet Dog Simulator,GAME,1.0,48615,24M,"10,000,000+",Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up
4203,Dungeons and Dragons DM Tools,BOOKS_AND_REFERENCE,0.0,50,4.9M,"1,000+",Paid,$1.99,Everyone,Books & Reference,"February 22, 2017",2.0,2.3 and up
4204,"Weather by WeatherBug: Forecast, Radar & Alerts",WEATHER,1.0,981995,Varies with device,"10,000,000+",Free,0,Everyone,Weather,"June 7, 2018",Varies with device,Varies with device
4205,Attack the Light,FAMILY,1.0,19209,21M,"100,000+",Paid,$2.99,Everyone,Role Playing;Action & Adventure,"February 23, 2016",1.1.4,4.0 and up
4206,Battery HD Pro,TOOLS,1.0,17861,Varies with device,"100,000+",Paid,$3.99,Everyone,Tools,"May 6, 2018",Varies with device,Varies with device
4207,Arrayanes EC,LIFESTYLE,1.0,2,7.9M,100+,Free,0,Everyone,Lifestyle,"June 27, 2018",3.5,4.4 and up
4208,O Launcher 8.0 for Android™ O Oreo Launcher,TOOLS,1.0,11393,8.7M,"1,000,000+",Free,0,Everyone,Tools,"July 27, 2018",3.9,4.4 and up
4209,Patient Portal,MEDICAL,0.0,66,1.2M,"50,000+",Free,0,Everyone,Medical,"October 25, 2016",1.0,4.0.3 and up
4210,The Rules of Golf,SPORTS,1.0,926,9.3M,"100,000+",Free,0,Everyone,Sports,"January 17, 2018",5.9,4.1 and up
4211,Huji Cam,PHOTOGRAPHY,1.0,40289,19M,"5,000,000+",Free,0,Everyone,Photography,"July 11, 2018",2.2,5.0 and up
4212,Waiting For U Launcher Theme,PERSONALIZATION,1.0,5599,4.8M,"500,000+",Free,0,Everyone,Personalization,"July 23, 2016",2.0.40,2.3 and up
4213,Last Shelter: Survival,GAME,1.0,93033,98M,"5,000,000+",Free,0,Teen,Strategy,"August 4, 2018",1.250.078,4.0.3 and up
4214,PhotoFrame for Synology DS,PHOTOGRAPHY,0.0,1,2.6M,10+,Paid,$4.99,Everyone,Photography,"February 2, 2017",1.5,4.0 and up
4215,DT Health,MEDICAL,1.0,1,24M,10+,Free,0,Everyone,Medical,"November 20, 2017",2.0.0,4.3 and up
4216,"漫咖 Comics - Manga,Novel and Stories",COMICS,1.0,12088,21M,"1,000,000+",Free,0,Mature 17+,Comics,"July 6, 2018",2.3.1,4.0.3 and up
4217,Gmail,COMMUNICATION,1.0,4604324,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,"August 2, 2018",Varies with device,Varies with device
4218,Berlin Subway – BVG U-Bahn & S-Bahn map and routes,MAPS_AND_NAVIGATION,1.0,509,17M,"100,000+",Free,0,Everyone,Maps & Navigation,"June 6, 2018",1.0.7,5.0 and up
4219,waut.ch!,FAMILY,1.0,10,2.5M,100+,Free,0,Everyone,Educational,"June 30, 2018",fcbd82b2-dd5b-41d2-af62-432271c42921,2.0 and up
4220,My Calendar - Period Tracker,MEDICAL,1.0,156410,14M,"5,000,000+",Free,0,Everyone,Medical,"August 3, 2018",5.9.6,4.1 and up
4221,CF Church,FAMILY,1.0,1,8.7M,50+,Free,0,Teen,Education,"June 26, 2018",3.8.0,4.1 and up
4222,Five Nights at Freddy's 4 Demo,GAME,1.0,889425,45M,"10,000,000+",Free,0,Teen,Action,"July 26, 2015",1.1,2.3 and up
4223,bgtime.tv,VIDEO_PLAYERS,0.0,694,Varies with device,"50,000+",Free,0,Everyone,Video Players & Editors,"July 27, 2018",Varies with device,Varies with device
4224,AW Radio,FAMILY,1.0,1,1.7M,100+,Free,0,Teen,Entertainment,"June 24, 2015",2,2.2 and up
4225,EU Mobile Money Partenaire Commercial,FINANCE,1.0,70,3.9M,"10,000+",Free,0,Everyone,Finance,"May 14, 2018",1.3,4.0.3 and up
4226,Microsoft OneDrive,PRODUCTIVITY,1.0,1038306,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device
4227,Brightest Flashlight - LED Light,TOOLS,1.0,876866,9.1M,"50,000,000+",Free,0,Everyone,Tools,"July 27, 2018",1.4.9,4.0.3 and up
4228,Ak-47 Wallpapers 2018,PERSONALIZATION,1.0,7,4.9M,500+,Free,0,Everyone,Personalization,"March 14, 2018",newversion,4.3 and up
4229,Seen,FAMILY,1.0,118285,22M,"1,000,000+",Free,0,Teen,Simulation,"May 24, 2018",1.2.1,4.1 and up
4230,DL Image Manager,PRODUCTIVITY,1.0,2,1.7M,10+,Paid,$0.99,Everyone,Productivity,"July 29, 2018",1.0.5,4.0 and up
4231,Knife&Axe Throwing,GAME,0.0,440,9.1M,"50,000+",Free,0,Everyone,Arcade,"November 26, 2012",1.0.6,2.1 and up
4232,Zalo – Video Call,COMMUNICATION,1.0,1042170,Varies with device,"50,000,000+",Free,0,Everyone,Communication,"July 27, 2018",Varies with device,Varies with device
4233,Fruit Boom,FAMILY,1.0,17753,16M,"1,000,000+",Free,0,Everyone,Casual;Brain Games,"May 25, 2018",2.2.3172,4.0.3 and up
4234,FO PSA Sept-Fons,COMMUNICATION,1.0,2,15M,100+,Free,0,Everyone,Communication,"March 22, 2018",1.0,4.1 and up
4235,Recipes of Prophetic Medicine for free,BOOKS_AND_REFERENCE,1.0,2084,6.7M,"500,000+",Free,0,Everyone,Books & Reference,"May 17, 2018",15.0,2.3 and up
4236,Betterment,FINANCE,1.0,3780,11M,"100,000+",Free,0,Everyone,Finance,"August 3, 2018",6.0.6,5.0 and up
4237,Miss FQ,NEWS_AND_MAGAZINES,1.0,0,36M,10+,Free,0,Everyone,News & Magazines,"April 5, 2018",3.8,4.4 and up
4238,Duolingo: Learn Languages Free,EDUCATION,1.0,6289924,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device
4239,DN.VR,NEWS_AND_MAGAZINES,0.0,29,37M,"5,000+",Free,0,Everyone 10+,News & Magazines,"May 23, 2018",2.1.1,5.0 and up
4240,XX HD Video downloader-Free Video Downloader,VIDEO_PLAYERS,1.0,7624,6.0M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"April 20, 2018",1.9,4.0.3 and up
4241,QR Code Reader,TOOLS,0.0,495971,2.7M,"50,000,000+",Free,0,Everyone,Tools,"March 16, 2016",2.3,2.3.3 and up
4242,FD Interest Calculator,FINANCE,1.0,17,4.7M,"5,000+",Free,0,Everyone,Finance,"January 18, 2015",2.7,3.0 and up
4243,Ai-Ball AV Recorder,PHOTOGRAPHY,0.0,90,4.0M,"5,000+",Paid,$2.99,Everyone,Photography,"October 19, 2017",13,2.3.3 and up
4244,Ap Video Downloader for fb New 2018,TOOLS,1.0,676,5.4M,"100,000+",Free,0,Everyone,Tools,"July 31, 2018",3.0.188,4.0.3 and up
4245,GoPlus Cam,VIDEO_PLAYERS,0.0,3484,41M,"500,000+",Free,0,Everyone,Video Players & Editors,"December 18, 2017",3.0.1,4.0.3 and up
4246,CPU-Z,TOOLS,1.0,295430,1.4M,"10,000,000+",Free,0,Everyone,Tools,"April 17, 2018",1.26,2.2 and up
4247,AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,1.0,29,5.3M,"5,000+",Free,0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up
4248,Kernel Manager for Franco Kernel ✨,TOOLS,1.0,12700,10M,"100,000+",Paid,$3.49,Everyone,Tools,"August 3, 2018",3.2.5,5.0 and up
4249,Blood Pressure - Heartcare,MEDICAL,1.0,70,1.9M,"10,000+",Free,0,Everyone,Medical,"May 27, 2016",2.46 Saber,4.4 and up
4250,Typical EA Game,FAMILY,1.0,33,3.3M,100+,Free,0,Everyone,Casual,"November 18, 2017",1.0,4.0 and up
4251,Apartments & Rentals - Zillow,HOUSE_AND_HOME,1.0,27386,Varies with device,"1,000,000+",Free,0,Everyone,House & Home,"June 21, 2018",Varies with device,Varies with device
4252,"ER Emergency Hospital - Brain, Knee, Eye Surgery",FAMILY,0.0,25,41M,"1,000+",Free,0,Teen,Educational,"July 21, 2017",1.1,2.3 and up
4253,mobLee Events,EVENTS,1.0,11,11M,"5,000+",Free,0,Everyone,Events,"May 30, 2018",3.05.30.16,4.1 and up
4254,EM Launcher for EMUI,PERSONALIZATION,1.0,3175,2.3M,"500,000+",Free,0,Everyone,Personalization,"April 6, 2018",1.0.6,4.1 and up
4255,Coloring Book at Five Nights,FAMILY,0.0,532,6.5M,"100,000+",Free,0,Everyone,Educational,"June 6, 2017",1.6,2.3 and up
4256,F-Sim Space Shuttle,FAMILY,1.0,5427,Varies with device,"100,000+",Paid,$4.99,Everyone,Simulation,"January 28, 2014",Varies with device,Varies with device
4257,RST - Sale of cars on the PCT,AUTO_AND_VEHICLES,0.0,250,1.1M,"100,000+",Free,0,Everyone,Auto & Vehicles,"April 27, 2018",1.4,4.0.3 and up
4258,Es-Bg Offline Voice Translator,TRAVEL_AND_LOCAL,1.0,1,87M,10+,Paid,$1.49,Everyone,Travel & Local,"March 19, 2017",2.55,3.0 and up
4259,Chase Mobile,FINANCE,1.0,1374549,32M,"10,000,000+",Free,0,Everyone,Finance,"July 23, 2018",3.52,5.0 and up
4260,R+F PULSE,BUSINESS,0.0,58,3.0M,"10,000+",Free,0,Everyone,Business,"April 21, 2017",1.0,4.4 and up
4261,Launcher Oreo 8.1,PERSONALIZATION,1.0,13466,3.4M,"500,000+",Free,0,Everyone,Personalization,"June 19, 2018",1.9,5.0 and up
4262,Blood Donor,MEDICAL,1.0,4476,20M,"500,000+",Free,0,Everyone,Medical,"July 31, 2018",1.6.2,4.1 and up
4263,Carrier Landings Pro,FAMILY,1.0,5969,31M,"10,000+",Paid,$12.99,Everyone,Simulation,"June 29, 2018",4.2.4,4.1 and up
4264,"T map (te map, T map, navigation)",MAPS_AND_NAVIGATION,1.0,15681,Varies with device,"5,000,000+",Free,0,Everyone,Maps & Navigation,"August 2, 2018",Varies with device,Varies with device
4265,Carpooling FH Hagenberg,COMMUNICATION,1.0,0,Varies with device,100+,Free,0,Everyone,Communication,"May 18, 2017",Varies with device,Varies with device
4266,HD Themes Volvo FH Trucks,PERSONALIZATION,1.0,40,13M,"5,000+",Free,0,Teen,Personalization,"June 21, 2016",1.0,2.3.3 and up
4267,bX Thailand Simple Market Price and Alert,FINANCE,1.0,8,3.5M,"1,000+",Free,0,Everyone,Finance,"July 29, 2018",2.5.2,4.4 and up
4268,2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,1.0,6,3.5M,100+,Paid,$1.49,Everyone,Communication,"March 5, 2018",1.0.9,1.6 and up
4269,Masha and the Bear- House Cleaning Games for Girls,FAMILY,1.0,0,74M,100+,Paid,$1.99,Everyone,Educational;Pretend Play,"January 25, 2018",0.0.1,4.1 and up
4270,codeEazy - C/C++/JAVA,FAMILY,1.0,130,2.2M,"10,000+",Free,0,Everyone,Education,"April 4, 2016",1.0.3,4.0.3 and up
4271,Download Manager For Android Free,TOOLS,0.0,593,3.3M,"100,000+",Free,0,Everyone,Tools,"April 12, 2018",12.04.18,3.0 and up
4272,F-1 watchface by Delta,PERSONALIZATION,1.0,0,Varies with device,10+,Paid,$2.49,Everyone,Personalization,"August 23, 2017",Varies with device,Varies with device
4273,Halloween Sandbox Number Coloring- Color By Number,FAMILY,1.0,289,19M,"100,000+",Free,0,Everyone,Entertainment,"February 17, 2018",1.2,4.1 and up
4274,Let's Poke The Egg,GAME,0.0,9051,23M,"1,000,000+",Free,0,Everyone,Arcade,"February 4, 2017",1.2,2.3 and up
4275,Ei-ij Spelling Dutch,FAMILY,1.0,20,3.2M,"10,000+",Free,0,Everyone,Education,"December 12, 2017",2.1,4.0 and up
4276,LineStar For DK,SPORTS,1.0,1387,14M,"50,000+",Free,0,Everyone,Sports,"June 6, 2018",3.0.3,4.0.3 and up
4277,Técnico Legislativo Câmara Legislativa DF,PRODUCTIVITY,1.0,1,10M,10+,Paid,$2.99,Everyone,Productivity,"June 29, 2018",6.0,4.0.3 and up
4278,Penny Puss,TOOLS,0.0,19,22M,"1,000+",Paid,$4.99,Everyone,Tools,"July 9, 2016",1.911.1944.4606,4.0 and up
4279,M Launcher -Marshmallow 6.0,PERSONALIZATION,1.0,37234,7.3M,"1,000,000+",Free,0,Everyone,Personalization,"March 22, 2018",1.4.9,4.1 and up
4280,C Programming Zone,FAMILY,1.0,1218,4.0M,"50,000+",Free,0,Everyone,Education,"May 13, 2017",3.0,4.0.3 and up
4281,CX-95WIFI,LIFESTYLE,1.0,6,11M,500+,Free,0,Everyone,Lifestyle,"June 2, 2017",2.1,4.0 and up
4282,Hiya - Caller ID & Block,COMMUNICATION,1.0,177703,13M,"10,000,000+",Free,0,Mature 17+,Communication,"July 25, 2018",8.1.2-6310,5.0 and up
4283,FD VR - Virtual Reality Camera,FAMILY,0.0,1007,7.4M,"100,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
4284,Iron Blade,GAME,1.0,161637,82M,"10,000,000+",Free,0,Mature 17+,Action,"July 18, 2018",1.7.0m,4.0.3 and up
4285,"End Anxiety Pro - Stress, Panic Attack Help",MEDICAL,1.0,33,53M,"1,000+",Paid,$3.99,Everyone,Medical,"May 8, 2018",2.29,4.2 and up
4286,EUROBANK CY,FINANCE,1.0,30,15M,100+,Free,0,Everyone,Finance,"June 12, 2018",1.0.1,4.3 and up
4287,Mobile C [ C/C++ Compiler ],FAMILY,1.0,4624,78M,"100,000+",Free,0,Everyone,Education,"July 7, 2018",2.5.1,4.0.3 and up
4288,Doctor X - ER On Wheels,FAMILY,0.0,12781,51M,"1,000,000+",Free,0,Everyone,Casual;Pretend Play,"June 6, 2018",1.0.9,4.1 and up
4289,Google Docs,PRODUCTIVITY,1.0,815981,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device
4290,Yuzu eReader,FAMILY,0.0,250,Varies with device,"50,000+",Free,0,Everyone,Education,"July 18, 2018",Varies with device,Varies with device
4291,Telemundo Now,ENTERTAINMENT,0.0,8674,19M,"1,000,000+",Free,0,Teen,Entertainment,"May 25, 2018",3.3.1.42,4.4 and up
4292,FVD - Free Video Downloader,TOOLS,0.0,327914,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"April 11, 2018",Varies with device,Varies with device
4293,Lyra Virtual Assistant,PRODUCTIVITY,1.0,41624,3.4M,"1,000,000+",Free,0,Everyone,Productivity,"May 24, 2018",1.2.4,4.0.3 and up
4294,Living Smart Home,HOUSE_AND_HOME,1.0,39189,Varies with device,"1,000,000+",Free,0,Everyone,House & Home,"July 30, 2018",Varies with device,Varies with device
4295,AirAsia,TRAVEL_AND_LOCAL,0.0,98585,37M,"10,000,000+",Free,0,Everyone,Travel & Local,"July 16, 2018",5.0.4,4.4 and up
4296,BL Community Icon Pack,PERSONALIZATION,0.0,289,2.7M,"10,000+",Free,0,Everyone,Personalization,"May 6, 2013",1.01,2.1 and up
4297,Single Parent Meet #1 Dating,DATING,0.0,2593,5.0M,"500,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
4298,Photo Editor - BPhoto,PHOTOGRAPHY,1.0,42,20M,"1,000+",Free,0,Everyone,Photography,"September 17, 2016",1.2,4.2 and up
4299,Makeup Photo Editor: Makeup Camera & Makeup Editor,PHOTOGRAPHY,1.0,10525,25M,"1,000,000+",Free,0,Everyone,Photography,"July 27, 2018",8.9.9,4.0 and up
4300,BookBaby - Baby Development,PARENTING,1.0,1002,5.0M,"50,000+",Free,0,Everyone,Parenting,"August 18, 2016",3.0,4.0.3 and up
4301,감성학원 BL 첫사랑,COMICS,1.0,190,34M,"10,000+",Free,0,Everyone,Comics,"November 17, 2017",3.2.1,3.0 and up
4302,DM Buddy » Learn Digital Marketing,FAMILY,1.0,3,1.7M,500+,Free,0,Everyone,Education,"July 11, 2017",2.1,4.1 and up
4303,Castle Clash: RPG War and Strategy FR,FAMILY,1.0,376223,24M,"1,000,000+",Free,0,Everyone,Strategy,"July 18, 2018",1.4.2,4.1 and up
4304,2017 EMRA Antibiotic Guide,MEDICAL,1.0,12,3.8M,"1,000+",Paid,$16.99,Everyone,Medical,"January 27, 2017",1.0.5,4.0.3 and up
4305,Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,0.0,35928,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
4306,FK (FlightKid),GAME,1.0,2,22M,10+,Free,0,Everyone,Action,"March 3, 2016",1.0,4.0 and up
4307,4 in a Row,GAME,0.0,4257,Varies with device,"500,000+",Free,0,Everyone,Board,"May 13, 2018",Varies with device,Varies with device
4308,Weather & Radar Pro - Ad-Free,WEATHER,1.0,25243,26M,"100,000+",Paid,$2.99,Everyone,Weather,"August 1, 2018",4.34.0,4.4 and up
