App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android,letters_app,words_app,rate_reviews_install,rate_version_subversion,rate_reviews_size,rate_installs_size,mean_reviews_category,mean_reviews_genres
Santa Fe Thrive,Health_and_fitness,1,2,Free,Everyone,Health & Fitness,2018-07-09,9,2018,8300,50,0,7,4,2,4.1,15,3,0.04,2,0.000240963855421687,0.00602409638554217,59146.6588235294,58696.7965116279
DK Online,Family,1,21,Free,Everyone,Entertainment,2018-05-18,18,2018,3500,100,0,5,8,2,,9,2,0.21,4,0.006,0.0285714285714286,64330.0062836625,109901.17827298
Daily Mail Online,News_and_magazines,1,56807,Free,Everyone 10+,News & Magazines,2018-07-30,30,2018,,5e+06,0,7,,,,17,3,0.0113614,,,,121595.671328671,121595.671328671
Financial Calculator India,Finance,1,13819,Free,Everyone,Finance,2018-07-04,4,2018,3900,1e+06,0,7,3,3,4,26,3,0.013819,1,3.54333333333333,256.410256410256,44660.4509803922,44660.4509803922
Invasion: Defend EU,Game,1,7,Free,Everyone,Arcade,2017-12-08,8,2017,20000,50,0,12,1,0,2.3,19,3,0.14,0,0.00035,0.0025,651322.235800344,337298.201754386
Meet With Strangers: Video Chat & Dating,Dating,1,2,Free,Mature 17+,Dating,2018-07-16,16,2018,3700,500,0,7,1,,4,40,7,0.004,,0.000540540540540541,0.135135135135135,19562.57,19562.57
HD Themes Toyota Cruiser 200,Personalization,0,3,Free,Teen,Personalization,2016-10-01,1,2016,15000,100,0,10,1,0,,28,5,0.03,0,2e-04,0.00666666666666667,131428.547169811,131428.547169811
ARK: Survival Evolved,Game,0,51523,Free,Teen,Adventure,2018-08-02,2,2018,36000,5e+05,0,8,1,0,7,21,3,0.103046,0,1.43119444444444,13.8888888888889,651322.235800344,350283.321428571
Lose Belly Fat in 30 Days - Flat Stomach,Health_and_fitness,1,38098,Free,Everyone,Health & Fitness,2018-06-21,21,2018,11000,5e+06,0,6,1,0,4.2,40,9,0.0076196,0,3.46345454545455,454.545454545455,59146.6588235294,58696.7965116279
Dog Run - Pet Dog Simulator,Game,1,48615,Free,Everyone,Simulation,2018-05-22,22,2018,24000,1e+07,0,5,1,4,4.1,27,6,0.0048615,0.25,2.025625,416.666666666667,651322.235800344,105866.105263158
Dungeons and Dragons DM Tools,Books_and_reference,0,50,Paid,Everyone,Books & Reference,2017-02-22,22,2017,4900,1000,1.99,2,2,0,2.3,29,5,0.05,0,0.0102040816326531,0.204081632653061,49897.8571428571,49076.9917355372
"Weather by WeatherBug: Forecast, Radar & Alerts",Weather,1,981995,Free,Everyone,Weather,2018-06-07,7,2018,,1e+07,0,6,,,,47,7,0.0981995,,,,168071.108695652,168071.108695652
Attack the Light,Family,1,19209,Paid,Everyone,Role Playing,2016-02-23,23,2016,21000,1e+05,2.99,2,1,1,4,16,3,0.19209,1,0.914714285714286,4.76190476190476,64330.0062836625,172010.873015873
Battery HD Pro,Tools,1,17861,Paid,Everyone,Tools,2018-05-06,6,2018,,1e+05,3.99,5,,,,14,3,0.17861,,,,300009.696252466,300009.696252466
Arrayanes EC,Lifestyle,1,2,Free,Everyone,Lifestyle,2018-06-27,27,2018,7900,100,0,6,3,5,4.4,12,2,0.02,0.6,0.000253164556962025,0.0126582278481013,38441.6803652968,38441.6803652968
O Launcher 8.0 for Android™ O Oreo Launcher,Tools,1,11393,Free,Everyone,Tools,2018-07-27,27,2018,8700,1e+06,0,7,3,9,4.4,43,8,0.011393,0.333333333333333,1.30954022988506,114.942528735632,300009.696252466,300009.696252466
Patient Portal,Medical,0,66,Free,Everyone,Medical,2016-10-25,25,2016,1200,50000,0,10,1,0,,14,2,0.00132,0,0.055,41.6666666666667,2982.98023715415,2982.98023715415
The Rules of Golf,Sports,1,926,Free,Everyone,Sports,2018-01-17,17,2018,9300,1e+05,0,1,5,9,4.1,17,4,0.00926,0.555555555555556,0.0995698924731183,10.752688172043,102687.961904762,169652.671296296
Huji Cam,Photography,1,40289,Free,Everyone,Photography,2018-07-11,11,2018,19000,5e+06,0,7,2,2,5,8,2,0.0080578,1,2.12047368421053,263.157894736842,379773.567901235,379773.567901235
Waiting For U Launcher Theme,Personalization,1,5599,Free,Everyone,Personalization,2016-07-23,23,2016,4800,5e+05,0,7,2,0,2.3,28,5,0.011198,0,1.16645833333333,104.166666666667,131428.547169811,131428.547169811
Last Shelter: Survival,Game,1,93033,Free,Teen,Strategy,2018-08-04,4,2018,98000,5e+06,0,8,1,,,22,3,0.0186066,,0.949316326530612,51.0204081632653,651322.235800344,1495469.45614035
PhotoFrame for Synology DS,Photography,0,1,Paid,Everyone,Photography,2017-02-02,2,2017,2600,10,4.99,2,1,5,4,26,4,0.1,0.2,0.000384615384615385,0.00384615384615385,379773.567901235,379773.567901235
DT Health,Medical,1,1,Free,Everyone,Medical,2017-11-20,20,2017,24000,10,0,11,2,0,4.3,9,2,0.1,0,4.16666666666667e-05,0.000416666666666667,2982.98023715415,2982.98023715415
"漫咖 Comics - Manga,Novel and Stories",Comics,1,12088,Free,Mature 17+,Comics,2018-07-06,6,2018,21000,1e+06,0,7,2,3,,35,6,0.012088,0.666666666666667,0.575619047619048,47.6190476190476,52594.2702702703,52594.2702702703
Gmail,Communication,1,4604324,Free,Everyone,Communication,2018-08-02,2,2018,,1e+09,0,8,,,,5,1,0.004604324,,,,1284007.25128205,1284007.25128205
Berlin Subway – BVG U-Bahn & S-Bahn map and routes,Maps_and_navigation,1,509,Free,Everyone,Maps & Navigation,2018-06-06,6,2018,17000,1e+05,0,6,1,0,5,50,10,0.00509,0,0.0299411764705882,5.88235294117647,48306.2567567568,48306.2567567568
waut.ch!,Family,1,10,Free,Everyone,Education,2018-06-30,30,2018,2500,100,0,6,,,2,8,1,0.1,,0.004,0.04,64330.0062836625,33912.0745920746
My Calendar - Period Tracker,Medical,1,156410,Free,Everyone,Medical,2018-08-03,3,2018,14000,5e+06,0,8,5,9,4.1,28,5,0.031282,0.555555555555556,11.1721428571429,357.142857142857,2982.98023715415,2982.98023715415
CF Church,Family,1,1,Free,Teen,Education,2018-06-26,26,2018,8700,50,0,6,3,8,4.1,9,2,0.02,0.375,0.000114942528735632,0.00574712643678161,64330.0062836625,33912.0745920746
Five Nights at Freddy's 4 Demo,Game,1,889425,Free,Teen,Action,2015-07-26,26,2015,45000,1e+07,0,7,1,1,2.3,30,6,0.0889425,1,19.765,222.222222222222,651322.235800344,473128.723404255
bgtime.tv,Video_players,0,694,Free,Everyone,Video Players & Editors,2018-07-27,27,2018,,50000,0,7,,,,9,1,0.01388,,,,329225.936170213,326179.12631579
AW Radio,Family,1,1,Free,Teen,Entertainment,2015-06-24,24,2015,1700,100,0,6,2,,2.2,8,2,0.01,,0.000588235294117647,0.0588235294117647,64330.0062836625,109901.17827298
EU Mobile Money Partenaire Commercial,Finance,1,70,Free,Everyone,Finance,2018-05-14,14,2018,3900,10000,0,5,1,3,,37,5,0.007,0.333333333333333,0.0179487179487179,2.56410256410256,44660.4509803922,44660.4509803922
Microsoft OneDrive,Productivity,1,1038306,Free,Everyone,Productivity,2018-08-01,1,2018,,1e+08,0,8,,,,18,2,0.01038306,,,,152064.489270386,152064.489270386
Brightest Flashlight - LED Light,Tools,1,876866,Free,Everyone,Tools,2018-07-27,27,2018,9100,5e+07,0,7,1,4,,32,5,0.01753732,0.25,96.3589010989011,5494.5054945055,300009.696252466,300009.696252466
Ak-47 Wallpapers 2018,Personalization,1,7,Free,Everyone,Personalization,2018-03-14,14,2018,4900,500,0,3,,,4.3,21,3,0.014,,0.00142857142857143,0.102040816326531,131428.547169811,131428.547169811
Seen,Family,1,118285,Free,Teen,Simulation,2018-05-24,24,2018,22000,1e+06,0,5,1,2,4.1,4,1,0.118285,0.5,5.37659090909091,45.4545454545455,64330.0062836625,105866.105263158
DL Image Manager,Productivity,1,2,Paid,Everyone,Productivity,2018-07-29,29,2018,1700,10,0.99,7,1,0,4,16,3,0.2,0,0.00117647058823529,0.00588235294117647,152064.489270386,152064.489270386
Knife&Axe Throwing,Game,0,440,Free,Everyone,Arcade,2012-11-26,26,2012,9100,50000,0,11,1,0,2.1,18,2,0.0088,0,0.0483516483516484,5.4945054945055,651322.235800344,337298.201754386
Zalo – Video Call,Communication,1,1042170,Free,Everyone,Communication,2018-07-27,27,2018,,5e+07,0,7,,,,17,4,0.0208434,,,,1284007.25128205,1284007.25128205
Fruit Boom,Family,1,17753,Free,Everyone,Casual,2018-05-25,25,2018,16000,1e+06,0,5,2,2,,10,2,0.017753,1,1.1095625,62.5,64330.0062836625,610450.131944445
FO PSA Sept-Fons,Communication,1,2,Free,Everyone,Communication,2018-03-22,22,2018,15000,100,0,3,1,0,4.1,16,3,0.02,0,0.000133333333333333,0.00666666666666667,1284007.25128205,1284007.25128205
Recipes of Prophetic Medicine for free,Books_and_reference,1,2084,Free,Everyone,Books & Reference,2018-05-17,17,2018,6700,5e+05,0,5,15,0,2.3,38,6,0.004168,0,0.311044776119403,74.6268656716418,49897.8571428571,49076.9917355372
Betterment,Finance,1,3780,Free,Everyone,Finance,2018-08-03,3,2018,11000,1e+05,0,8,6,0,5,10,1,0.0378,0,0.343636363636364,9.09090909090909,44660.4509803922,44660.4509803922
Miss FQ,News_and_magazines,1,0,Free,Everyone,News & Magazines,2018-04-05,5,2018,36000,10,0,4,3,8,4.4,7,2,0,0.375,0,0.000277777777777778,121595.671328671,121595.671328671
Duolingo: Learn Languages Free,Education,1,6289924,Free,Everyone,Education,2018-08-01,1,2018,,1e+08,0,8,,,,30,4,0.06289924,,,,154339.301369863,33912.0745920746
DN.VR,News_and_magazines,0,29,Free,Everyone 10+,News & Magazines,2018-05-23,23,2018,37000,5000,0,5,2,1,5,5,1,0.0058,2,0.000783783783783784,0.135135135135135,121595.671328671,121595.671328671
XX HD Video downloader-Free Video Downloader,Video_players,1,7624,Free,Everyone,Video Players & Editors,2018-04-20,20,2018,6000,1e+06,0,4,1,9,,44,6,0.007624,0.111111111111111,1.27066666666667,166.666666666667,329225.936170213,326179.12631579
QR Code Reader,Tools,0,495971,Free,Everyone,Tools,2016-03-16,16,2016,2700,5e+07,0,3,2,3,,14,3,0.00991942,0.666666666666667,183.692962962963,18518.5185185185,300009.696252466,300009.696252466
FD Interest Calculator,Finance,1,17,Free,Everyone,Finance,2015-01-18,18,2015,4700,5000,0,1,2,7,3,22,3,0.0034,0.285714285714286,0.00361702127659575,1.06382978723404,44660.4509803922,44660.4509803922
Ai-Ball AV Recorder,Photography,0,90,Paid,Everyone,Photography,2017-10-19,19,2017,4000,5000,2.99,10,13,,,19,3,0.018,,0.0225,1.25,379773.567901235,379773.567901235
Ap Video Downloader for fb New 2018,Tools,1,676,Free,Everyone,Tools,2018-07-31,31,2018,5400,1e+05,0,7,3,0,,35,7,0.00676,0,0.125185185185185,18.5185185185185,300009.696252466,300009.696252466
GoPlus Cam,Video_players,0,3484,Free,Everyone,Video Players & Editors,2017-12-18,18,2017,41000,5e+05,0,12,3,0,,10,2,0.006968,0,0.0849756097560976,12.1951219512195,329225.936170213,326179.12631579
CPU-Z,Tools,1,295430,Free,Everyone,Tools,2018-04-17,17,2018,1400,1e+07,0,4,1,26,2.2,5,1,0.029543,0.0384615384615385,211.021428571429,7142.85714285714,300009.696252466,300009.696252466
AP Physics 1 Prep: Practice Tests and Flashcards,Family,1,29,Free,Everyone,Education,2018-07-03,3,2018,5300,5000,0,7,1,6,4.1,48,8,0.0058,0.166666666666667,0.00547169811320755,0.943396226415094,64330.0062836625,33912.0745920746
Kernel Manager for Franco Kernel ✨,Tools,1,12700,Paid,Everyone,Tools,2018-08-03,3,2018,10000,1e+05,3.49,8,3,2,5,34,6,0.127,1.5,1.27,10,300009.696252466,300009.696252466
Blood Pressure - Heartcare,Medical,1,70,Free,Everyone,Medical,2016-05-27,27,2016,1900,10000,0,5,2,,4.4,26,4,0.007,,0.0368421052631579,5.26315789473684,2982.98023715415,2982.98023715415
Typical EA Game,Family,1,33,Free,Everyone,Casual,2017-11-18,18,2017,3300,100,0,11,1,0,4,15,3,0.33,0,0.01,0.0303030303030303,64330.0062836625,610450.131944445
Apartments & Rentals - Zillow,House_and_home,1,27386,Free,Everyone,House & Home,2018-06-21,21,2018,,1e+06,0,6,,,,29,5,0.027386,,,,22359.9285714286,22359.9285714286
"ER Emergency Hospital - Brain, Knee, Eye Surgery",Family,0,25,Free,Teen,Education,2017-07-21,21,2017,41000,1000,0,7,1,1,2.3,48,8,0.025,1,0.000609756097560976,0.024390243902439,64330.0062836625,33912.0745920746
mobLee Events,Events,1,11,Free,Everyone,Events,2018-05-30,30,2018,11000,5000,0,5,3,5,4.1,13,2,0.0022,0.6,0.001,0.454545454545455,3103.18421052632,3103.18421052632
EM Launcher for EMUI,Personalization,1,3175,Free,Everyone,Personalization,2018-04-06,6,2018,2300,5e+05,0,4,1,0,4.1,20,4,0.00635,0,1.3804347826087,217.391304347826,131428.547169811,131428.547169811
Coloring Book at Five Nights,Family,0,532,Free,Everyone,Education,2017-06-06,6,2017,6500,1e+05,0,6,1,6,2.3,28,5,0.00532,0.166666666666667,0.0818461538461538,15.3846153846154,64330.0062836625,33912.0745920746
F-Sim Space Shuttle,Family,1,5427,Paid,Everyone,Simulation,2014-01-28,28,2014,,1e+05,4.99,1,,,,19,3,0.05427,,,,64330.0062836625,105866.105263158
RST - Sale of cars on the PCT,Auto_and_vehicles,0,250,Free,Everyone,Auto & Vehicles,2018-04-27,27,2018,1100,1e+05,0,4,1,4,,29,8,0.0025,0.25,0.227272727272727,90.9090909090909,18733.3461538462,18733.3461538462
Es-Bg Offline Voice Translator,Travel_and_local,1,1,Paid,Everyone,Travel & Local,2017-03-19,19,2017,87000,10,1.49,3,2,,3,30,4,0.1,,1.14942528735632e-05,0.000114942528735632,160462.488721805,160462.488721805
Chase Mobile,Finance,1,1374549,Free,Everyone,Finance,2018-07-23,23,2018,32000,1e+07,0,7,3,,5,12,2,0.1374549,,42.95465625,312.5,44660.4509803922,44660.4509803922
R+F PULSE,Business,0,58,Free,Everyone,Business,2017-04-21,21,2017,3000,10000,0,4,1,0,4.4,9,2,0.0058,0,0.0193333333333333,3.33333333333333,17597.0037878788,17597.0037878788
Launcher Oreo 8.1,Personalization,1,13466,Free,Everyone,Personalization,2018-06-19,19,2018,3400,5e+05,0,6,1,9,5,17,3,0.026932,0.111111111111111,3.96058823529412,147.058823529412,131428.547169811,131428.547169811
Blood Donor,Medical,1,4476,Free,Everyone,Medical,2018-07-31,31,2018,20000,5e+05,0,7,1,6,4.1,11,2,0.008952,0.166666666666667,0.2238,25,2982.98023715415,2982.98023715415
Carrier Landings Pro,Family,1,5969,Paid,Everyone,Simulation,2018-06-29,29,2018,31000,10000,12.99,6,4,2,4.1,20,3,0.5969,2,0.192548387096774,0.32258064516129,64330.0062836625,105866.105263158
"T map (te map, T map, navigation)",Maps_and_navigation,1,15681,Free,Everyone,Maps & Navigation,2018-08-02,2,2018,,5e+06,0,8,,,,33,7,0.0031362,,,,48306.2567567568,48306.2567567568
Carpooling FH Hagenberg,Communication,1,0,Free,Everyone,Communication,2017-05-18,18,2017,,100,0,5,,,,23,3,0,,,,1284007.25128205,1284007.25128205
HD Themes Volvo FH Trucks,Personalization,1,40,Free,Teen,Personalization,2016-06-21,21,2016,13000,5000,0,6,1,0,,25,5,0.008,0,0.00307692307692308,0.384615384615385,131428.547169811,131428.547169811
bX Thailand Simple Market Price and Alert,Finance,1,8,Free,Everyone,Finance,2018-07-29,29,2018,3500,1000,0,7,2,5,4.4,41,7,0.008,0.4,0.00228571428571429,0.285714285714286,44660.4509803922,44660.4509803922
2 Amateur ham radio CW Morse code practice keys TX,Communication,1,6,Paid,Everyone,Communication,2018-03-05,5,2018,3500,100,1.49,3,1,0,1.6,50,10,0.06,0,0.00171428571428571,0.0285714285714286,1284007.25128205,1284007.25128205
Masha and the Bear- House Cleaning Games for Girls,Family,1,0,Paid,Everyone,Education,2018-01-25,25,2018,74000,100,1.99,1,0,0,4.1,50,9,0,,0,0.00135135135135135,64330.0062836625,33912.0745920746
codeEazy - C/C++/JAVA,Family,1,130,Free,Everyone,Education,2016-04-04,4,2016,2200,10000,0,4,1,0,,21,3,0.013,0,0.0590909090909091,4.54545454545455,64330.0062836625,33912.0745920746
Download Manager For Android Free,Tools,0,593,Free,Everyone,Tools,2018-04-12,12,2018,3300,1e+05,0,4,12,4,3,33,5,0.00593,3,0.17969696969697,30.3030303030303,300009.696252466,300009.696252466
F-1 watchface by Delta,Personalization,1,0,Paid,Everyone,Personalization,2017-08-23,23,2017,,10,2.49,8,,,,22,4,0,,,,131428.547169811,131428.547169811
Halloween Sandbox Number Coloring- Color By Number,Family,1,289,Free,Everyone,Entertainment,2018-02-17,17,2018,19000,1e+05,0,2,1,2,4.1,50,7,0.00289,0.5,0.0152105263157895,5.26315789473684,64330.0062836625,109901.17827298
Let's Poke The Egg,Game,0,9051,Free,Everyone,Arcade,2017-02-04,4,2017,23000,1e+06,0,2,1,2,2.3,18,4,0.009051,0.5,0.393521739130435,43.4782608695652,651322.235800344,337298.201754386
Ei-ij Spelling Dutch,Family,1,20,Free,Everyone,Education,2017-12-12,12,2017,3200,10000,0,12,2,1,4,20,3,0.002,2,0.00625,3.125,64330.0062836625,33912.0745920746
LineStar For DK,Sports,1,1387,Free,Everyone,Sports,2018-06-06,6,2018,14000,50000,0,6,3,0,,15,3,0.02774,0,0.0990714285714286,3.57142857142857,102687.961904762,169652.671296296
Técnico Legislativo Câmara Legislativa DF,Productivity,1,1,Paid,Everyone,Productivity,2018-06-29,29,2018,10000,10,2.99,6,6,0,,41,5,0.1,0,1e-04,0.001,152064.489270386,152064.489270386
Penny Puss,Tools,0,19,Paid,Everyone,Tools,2016-07-09,9,2016,22000,1000,4.99,7,1,,4,10,2,0.019,,0.000863636363636364,0.0454545454545455,300009.696252466,300009.696252466
M Launcher -Marshmallow 6.0,Personalization,1,37234,Free,Everyone,Personalization,2018-03-22,22,2018,7300,1e+06,0,3,1,4,4.1,27,4,0.037234,0.25,5.10054794520548,136.986301369863,131428.547169811,131428.547169811
C Programming Zone,Family,1,1218,Free,Everyone,Education,2017-05-13,13,2017,4000,50000,0,5,3,0,,18,3,0.02436,0,0.3045,12.5,64330.0062836625,33912.0745920746
CX-95WIFI,Lifestyle,1,6,Free,Everyone,Lifestyle,2017-06-02,2,2017,11000,500,0,6,2,1,4,9,1,0.012,2,0.000545454545454546,0.0454545454545455,38441.6803652968,38441.6803652968
Hiya - Caller ID & Block,Communication,1,177703,Free,Mature 17+,Communication,2018-07-25,25,2018,13000,1e+07,0,7,8,1,5,24,6,0.0177703,8,13.6694615384615,769.230769230769,1284007.25128205,1284007.25128205
FD VR - Virtual Reality Camera,Family,0,1007,Free,Everyone,Entertainment,2016-11-30,30,2016,7400,1e+05,0,11,3,6,4.4,30,6,0.01007,0.5,0.136081081081081,13.5135135135135,64330.0062836625,109901.17827298
Iron Blade,Game,1,161637,Free,Mature 17+,Action,2018-07-18,18,2018,82000,1e+07,0,7,1,7,,10,2,0.0161637,0.142857142857143,1.97118292682927,121.951219512195,651322.235800344,473128.723404255
"End Anxiety Pro - Stress, Panic Attack Help",Medical,1,33,Paid,Everyone,Medical,2018-05-08,8,2018,53000,1000,3.99,5,2,29,4.2,43,8,0.033,0.0689655172413793,0.000622641509433962,0.0188679245283019,2982.98023715415,2982.98023715415
EUROBANK CY,Finance,1,30,Free,Everyone,Finance,2018-06-12,12,2018,15000,100,0,6,1,0,4.3,11,2,0.3,0,0.002,0.00666666666666667,44660.4509803922,44660.4509803922
Mobile C [ C/C++ Compiler ],Family,1,4624,Free,Everyone,Education,2018-07-07,7,2018,78000,1e+05,0,7,2,5,,27,6,0.04624,0.4,0.0592820512820513,1.28205128205128,64330.0062836625,33912.0745920746
Doctor X - ER On Wheels,Family,0,12781,Free,Everyone,Casual,2018-06-06,6,2018,51000,1e+06,0,6,1,0,4.1,23,6,0.012781,0,0.250607843137255,19.6078431372549,64330.0062836625,610450.131944445
Google Docs,Productivity,1,815981,Free,Everyone,Productivity,2018-08-06,6,2018,,1e+08,0,8,,,,11,2,0.00815981,,,,152064.489270386,152064.489270386
Yuzu eReader,Family,0,250,Free,Everyone,Education,2018-07-18,18,2018,,50000,0,7,,,,12,2,0.005,,,,64330.0062836625,33912.0745920746
Telemundo Now,Entertainment,0,8674,Free,Teen,Entertainment,2018-05-25,25,2018,19000,1e+06,0,5,3,3,4.4,13,2,0.008674,1,0.456526315789474,52.6315789473684,356413.698113208,109901.17827298
FVD - Free Video Downloader,Tools,0,327914,Free,Everyone,Tools,2018-04-11,11,2018,,1e+07,0,4,,,,27,5,0.0327914,,,,300009.696252466,300009.696252466
Lyra Virtual Assistant,Productivity,1,41624,Free,Everyone,Productivity,2018-05-24,24,2018,3400,1e+06,0,5,1,2,,22,3,0.041624,0.5,12.2423529411765,294.117647058824,152064.489270386,152064.489270386
Living Smart Home,House_and_home,1,39189,Free,Everyone,House & Home,2018-07-30,30,2018,,1e+06,0,7,,,,17,3,0.039189,,,,22359.9285714286,22359.9285714286
AirAsia,Travel_and_local,0,98585,Free,Everyone,Travel & Local,2018-07-16,16,2018,37000,1e+07,0,7,5,0,4.4,7,1,0.0098585,0,2.66445945945946,270.27027027027,160462.488721805,160462.488721805
BL Community Icon Pack,Personalization,0,289,Free,Everyone,Personalization,2013-05-06,6,2013,2700,10000,0,5,1,1,2.1,22,4,0.0289,1,0.107037037037037,3.7037037037037,131428.547169811,131428.547169811
Single Parent Meet #1 Dating,Dating,0,2593,Free,Mature 17+,Dating,2018-07-25,25,2018,5000,5e+05,0,7,1,9,4.4,28,5,0.005186,0.111111111111111,0.5186,100,19562.57,19562.57
Photo Editor - BPhoto,Photography,1,42,Free,Everyone,Photography,2016-09-17,17,2016,20000,1000,0,9,1,2,4.2,21,4,0.042,0.5,0.0021,0.05,379773.567901235,379773.567901235
Makeup Photo Editor: Makeup Camera & Makeup Editor,Photography,1,10525,Free,Everyone,Photography,2018-07-27,27,2018,25000,1e+06,0,7,8,9,4,50,8,0.010525,0.888888888888889,0.421,40,379773.567901235,379773.567901235
BookBaby - Baby Development,Parenting,1,1002,Free,Everyone,Parenting,2016-08-18,18,2016,5000,50000,0,8,3,0,,27,4,0.02004,0,0.2004,10,4971.68421052632,4971.68421052632
감성학원 BL 첫사랑,Comics,1,190,Free,Everyone,Comics,2017-11-17,17,2017,34000,10000,0,11,3,2,3,11,3,0.019,1.5,0.00558823529411765,0.294117647058824,52594.2702702703,52594.2702702703
DM Buddy » Learn Digital Marketing,Family,1,3,Free,Everyone,Education,2017-07-11,11,2017,1700,500,0,7,2,1,4.1,34,6,0.006,2,0.00176470588235294,0.294117647058824,64330.0062836625,33912.0745920746
Castle Clash: RPG War and Strategy FR,Family,1,376223,Free,Everyone,Strategy,2018-07-18,18,2018,24000,1e+06,0,7,1,4,4.1,37,7,0.376223,0.25,15.6759583333333,41.6666666666667,64330.0062836625,1495469.45614035
2017 EMRA Antibiotic Guide,Medical,1,12,Paid,Everyone,Medical,2017-01-27,27,2017,3800,1000,16.99,1,1,0,,26,4,0.012,0,0.00315789473684211,0.263157894736842,2982.98023715415,2982.98023715415
Lifetime - Watch Full Episodes & Original Movies,Entertainment,0,35928,Free,Teen,Entertainment,2018-07-16,16,2018,19000,1e+06,0,7,3,1,4.4,48,8,0.035928,3,1.89094736842105,52.6315789473684,356413.698113208,109901.17827298
FK (FlightKid),Game,1,2,Free,Everyone,Action,2016-03-03,3,2016,22000,10,0,3,1,0,4,14,2,0.2,0,9.09090909090909e-05,0.000454545454545455,651322.235800344,473128.723404255
4 in a Row,Game,0,4257,Free,Everyone,Board,2018-05-13,13,2018,,5e+05,0,5,,,,10,4,0.008514,,,,651322.235800344,58453.775
Weather & Radar Pro - Ad-Free,Weather,1,25243,Paid,Everyone,Weather,2018-08-01,1,2018,26000,1e+05,2.99,8,4,34,4.4,29,6,0.25243,0.117647058823529,0.970884615384615,3.84615384615385,168071.108695652,168071.108695652
Fifa World Cup 2018: Photo Frame Editor & DP Maker,Photography,1,666,Free,Everyone,Photography,2018-06-20,20,2018,8700,1e+05,0,6,6,1,,50,10,0.00666,6,0.076551724137931,11.4942528735632,379773.567901235,379773.567901235
Stocks: Realtime Quotes Charts,Finance,1,16808,Free,Everyone,Finance,2018-05-01,1,2018,,1e+06,0,5,,,,30,4,0.016808,,,,44660.4509803922,44660.4509803922
"Izneo, Read Manga, Comics & BD",Comics,0,1476,Free,Teen,Comics,2018-06-11,11,2018,18000,5e+05,0,6,7,3,4,30,6,0.002952,2.33333333333333,0.082,27.7777777777778,52594.2702702703,52594.2702702703
Ability DS UNO,Productivity,1,3,Paid,Everyone,Productivity,2014-05-19,19,2014,2300,50,2.6,5,1,0,1.5,14,3,0.06,0,0.00130434782608696,0.0217391304347826,152064.489270386,152064.489270386
Om Waleed Sweets,Food_and_drink,1,556,Free,Teen,Food & Drink,2018-01-25,25,2018,23000,1e+05,0,1,2,0,4,16,3,0.00556,0,0.0241739130434783,4.34782608695652,61498.2985074627,61498.2985074627
GO Launcher - 3D parallax Themes & HD Wallpapers,Personalization,1,7464996,Free,Everyone,Personalization,2018-08-03,3,2018,,1e+08,0,8,,,,48,9,0.07464996,,,,131428.547169811,131428.547169811
studentsLife by FH Kärnten,Family,1,108,Free,Everyone,Education,2018-03-30,30,2018,,5000,0,3,4,0,4.4,26,4,0.0216,0,,,64330.0062836625,33912.0745920746
Survival Run with Bear Grylls,Game,1,128579,Free,Everyone,Action,2018-05-06,6,2018,,5e+06,0,5,,,,29,5,0.0257158,,,,651322.235800344,473128.723404255
Modern Sniper Strike: Best Commando Action 2k18,Game,1,164,Free,Everyone,Action,2017-08-23,23,2017,17000,10000,0,8,1,0,2.3,47,7,0.0164,0,0.00964705882352941,0.588235294117647,651322.235800344,473128.723404255
Cp Calculator for Evolution:GO,Family,1,124,Free,Everyone,Entertainment,2016-08-23,23,2016,2500,500,0,8,1,2,4.2,30,4,0.248,0.5,0.0496,0.2,64330.0062836625,109901.17827298
Gaydorado,Family,0,8419,Free,Teen,Role Playing,2018-08-01,1,2018,47000,1e+05,0,8,0,0,,9,1,0.08419,,0.179127659574468,2.12765957446809,64330.0062836625,172010.873015873
du View,Family,0,935,Free,Teen,Entertainment,2018-03-26,26,2018,22000,50000,0,3,6,4,4.3,7,2,0.0187,1.5,0.0425,2.27272727272727,64330.0062836625,109901.17827298
"WalletHub - Free Credit Score, Report & Monitoring",Finance,1,1311,Free,Everyone,Finance,2018-06-19,19,2018,9300,50000,0,6,1,4,4.4,50,8,0.02622,0.25,0.140967741935484,5.37634408602151,44660.4509803922,44660.4509803922
dz press,News_and_magazines,1,30,Free,Everyone,News & Magazines,2015-07-30,30,2015,10000,1000,0,7,1,8,4,8,2,0.03,0.125,0.003,0.1,121595.671328671,121595.671328671
Grand Stickman Cover V,Game,0,1744,Free,Mature 17+,Action,2018-05-19,19,2018,37000,1e+05,0,5,1,0,4.1,22,4,0.01744,0,0.0471351351351351,2.7027027027027,651322.235800344,473128.723404255
CM AppLock Fingerprint 2018,Tools,1,1264,Free,Everyone,Tools,2018-08-06,6,2018,8200,1e+05,0,8,4,0,4.3,27,4,0.01264,0,0.154146341463415,12.1951219512195,300009.696252466,300009.696252466
Free VIN Report for Used Cars,Auto_and_vehicles,1,2431,Free,Everyone,Auto & Vehicles,2018-06-12,12,2018,2400,1e+05,0,6,1,37,4,29,6,0.02431,0.027027027027027,1.01291666666667,41.6666666666667,18733.3461538462,18733.3461538462
